algo,k,frac,m,seed,r1,r2,r3
lightweight,16,0.05,4169,2,0.9980250478828718,0.9742312293181996,1.018996835728173
lightweight,16,0.05,4169,3,0.9961202757834476,0.9683742524511335,1.017183186358348
lightweight,16,0.05,4169,4,0.9980045606034077,0.9476666553125935,1.021347031647742
random,16,0.05,4169,0,0.9833088356181339,0.9661925723819464,1.0124451005355042
random,16,0.05,4169,1,1.0002745607206904,0.9790314129786146,1.0118453049498908
random,16,0.05,4169,2,0.9885454845169428,0.961970563271644,1.0132497210100007
random,16,0.05,4169,3,1.0004233939723286,0.9728845753258767,1.0124995319011407
random,16,0.05,4169,4,1.0020054995946377,0.9787584790595051,1.0171238739274358
lightweight,16,0.1,8337,0,0.9875274198682423,0.9755567052019016,1.0072629599074694
lightweight,16,0.1,8337,1,0.98643107047517,0.9738292571223753,1.0074308345499121
lightweight,16,0.1,8337,2,1.0086687357077142,0.9958070415332021,1.007745544030208
lightweight,16,0.1,8337,3,1.0030913728416642,0.9878648651393761,1.0116075628736099
lightweight,16,0.1,8337,4,0.9959960886131792,0.9766622597765131,1.0072352189823757
random,16,0.1,8337,0,0.9947305747939539,0.9850409500188687,1.0056488430057324
random,16,0.1,8337,1,1.0092932112663933,0.9945089856395564,1.0065672619685815
random,16,0.1,8337,2,0.9947437734651331,0.9849187312808332,1.0038886103602342
random,16,0.1,8337,3,1.0080811127417266,0.9944281247749973,1.007119914192903
random,16,0.1,8337,4,1.0033491362688705,0.9956707566833486,1.0034742562246066
lightweight,16,0.25,20843,0,0.9897256181607332,0.9858832247359507,1.0023666581396047
lightweight,16,0.25,20843,1,0.9877408038774649,0.9840549400921337,1.0021179745413873
lightweight,16,0.25,20843,2,0.9997257753987164,0.9963617426280579,1.0018669807638385
lightweight,16,0.25,20843,3,1.0070356597841468,0.9964742443889865,1.0092894852779994
lightweight,16,0.25,20843,4,0.9984682828502397,0.9892284226674459,1.0034008772423095
random,16,0.25,20843,0,0.9928764059290738,0.9935342379109878,1.0019607912500843
random,16,0.25,20843,1,1.0101528572551592,1.0073037840279562,1.0012328783544666
random,16,0.25,20843,2,0.9969396190909128,0.9901912460584964,1.001629375153985
random,16,0.25,20843,3,0.9990715541728088,0.9953939076736781,1.0019763820250747
random,16,0.25,20843,4,0.9986392499911215,0.9954551122252028,1.0019915596423872
lightweight,16,0.5,41686,0,0.9889789591838286,0.9876255413001531,1.0007981637499253
lightweight,16,0.5,41686,1,0.9952063819091154,0.9928877016351786,1.0010370108910784
lightweight,16,0.5,41686,2,1.0019962201440877,1.000119391553625,1.0010456323067802
lightweight,16,0.5,41686,3,1.0045265340246352,0.9995138305713294,1.0032125284294922
lightweight,16,0.5,41686,4,0.9995836865752296,0.9947811360737321,1.0053868921518012
random,16,0.5,41686,0,0.9999446810995111,0.9972225432313309,1.003147119612844
random,16,0.5,41686,1,0.999645968023747,0.9987239137157836,1.0003219544375435
random,16,0.5,41686,2,0.9993106113558602,0.9971170894336719,1.0009385615194735
