algo,k,frac,m,seed,center_idx,energy,valence,danceability,acousticness
lightweight,2,0.05,4169.0,3.0,1,0.7636037524148849,0.5165445585479606,0.5959104043716557,0.14429459369737124
lightweight,2,0.05,4169.0,4.0,0,0.33681661719271727,0.33640036509026083,0.4727291339704239,0.7528540213783572
lightweight,2,0.05,4169.0,4.0,1,0.7629190623035291,0.5163255914850409,0.598081795819269,0.1545005592072704
random,2,0.05,4169.0,0.0,0,0.7654800405953988,0.5207130784844383,0.5924220568335588,0.15018153273004115
random,2,0.05,4169.0,0.0,1,0.33014503239901094,0.32975667765869754,0.4732516075845013,0.7571085036108818
random,2,0.05,4169.0,1.0,0,0.7610363451776647,0.5031516548223349,0.5948841624365481,0.14778124658544892
random,2,0.05,4169.0,1.0,1,0.33774954110378924,0.34043366556836907,0.47087116968698517,0.7588881309637558
random,2,0.05,4169.0,2.0,0,0.7672406779661013,0.5142813762711863,0.5892980677966101,0.1462759824576276
random,2,0.05,4169.0,2.0,1,0.32699547030352766,0.34069097210828553,0.4773245283018868,0.7599079183757174
random,2,0.05,4169.0,3.0,0,0.32841274048387126,0.3349482177419356,0.47660290322580656,0.7476402276612899
random,2,0.05,4169.0,3.0,1,0.7637756913622393,0.5300787674974392,0.6005742232843974,0.155498169300103
random,2,0.05,4169.0,4.0,0,0.32501551656804756,0.3323879459002537,0.4749487743026205,0.7551734173203715
random,2,0.05,4169.0,4.0,1,0.7640870730073674,0.520759601473543,0.5948813797722705,0.15990738797387857
lightweight,2,0.1,8337.0,0.0,0,0.34008087236351475,0.3361291292872708,0.47465041054963275,0.7435174872356191
lightweight,2,0.1,8337.0,0.0,1,0.7635549730690583,0.517109396377983,0.5985674894770964,0.14579963443467003
lightweight,2,0.1,8337.0,1.0,0,0.7668129523963978,0.522921266474607,0.59677871514164,0.14929680112100382
lightweight,2,0.1,8337.0,1.0,1,0.33324476937661723,0.3352103717752283,0.4725643488769663,0.7480370524861315
lightweight,2,0.1,8337.0,2.0,0,0.3382084370422224,0.3383960821811589,0.47710400419056803,0.737108697964366
lightweight,2,0.1,8337.0,2.0,1,0.7620259517049177,0.5206099116450539,0.5953548543244821,0.14346492255052712
lightweight,2,0.1,8337.0,3.0,0,0.33891213757204597,0.34217108685886255,0.4852084395211182,0.7403818633480137
lightweight,2,0.1,8337.0,3.0,1,0.7636444615679101,0.5164647879020574,0.5970782454707557,0.1439696226220799
lightweight,2,0.1,8337.0,4.0,0,0.3341705160193132,0.3329775547283503,0.4722234811855615,0.7503931166875437
lightweight,2,0.1,8337.0,4.0,1,0.7608080196675272,0.5162923942406992,0.5991113438538669,0.15209308211978326
random,2,0.1,8337.0,0.0,0,0.7636255809950082,0.5230386331554486,0.5958972800826305,0.15070112766569058
random,2,0.1,8337.0,0.0,1,0.33586881586234224,0.33027673259493695,0.4723933544303799,0.7449847649406638
random,2,0.1,8337.0,1.0,0,0.7631474380726166,0.5172501815405499,0.5972530709195794,0.14604415234136345
random,2,0.1,8337.0,1.0,1,0.3400745437576755,0.34995000409332805,0.48061854277527644,0.7509772431846085
random,2,0.1,8337.0,2.0,0,0.7648778173190989,0.5165716183697681,0.5911276393831555,0.1504920926690385
random,2,0.1,8337.0,2.0,1,0.32686960669129766,0.3268514527914616,0.4738092364532021,0.7503596366009846
random,2,0.1,8337.0,3.0,0,0.3286197739413685,0.33414109609120535,0.4756588762214985,0.7455777704804554
random,2,0.1,8337.0,3.0,1,0.7612115286515904,0.521581130760075,0.5972783880292468,0.15618043618602215
random,2,0.1,8337.0,4.0,0,0.7651372284896452,0.5207252231015325,0.5942670314867824,0.15484913027782393
