algo,k,frac,m,seed,center_idx,longitude,latitude
lightweight,2,0.25,249829.0,4.0,1,-73.93696021285716,40.781429888330585
random,2,0.25,249829.0,0.0,0,-73.93700120112926,40.77982532028612
random,2,0.25,249829.0,0.0,1,-73.98402785884701,40.72613394524403
random,2,0.25,249829.0,1.0,0,-73.98365946377311,40.72609321095505
random,2,0.25,249829.0,1.0,1,-73.9368270095611,40.78154418648684
random,2,0.25,249829.0,2.0,0,-73.93696441499321,40.78135743620302
random,2,0.25,249829.0,2.0,1,-73.98374159480849,40.72607517329121
random,2,0.25,249829.0,3.0,0,-73.9837531387872,40.72615417563618
random,2,0.25,249829.0,3.0,1,-73.93696226835253,40.781143046030365
random,2,0.25,249829.0,4.0,0,-73.93707280383262,40.779472954578516
random,2,0.25,249829.0,4.0,1,-73.98403246842831,40.72610985385129
lightweight,2,0.5,499658.0,0.0,0,-73.98368639362972,40.72607375897256
lightweight,2,0.5,499658.0,0.0,1,-73.93680197882682,40.78113067252247
lightweight,2,0.5,499658.0,1.0,0,-73.93690430990496,40.779480128350514
lightweight,2,0.5,499658.0,1.0,1,-73.98417308690556,40.72613373843999
lightweight,2,0.5,499658.0,2.0,0,-73.98372475182991,40.726084102281
lightweight,2,0.5,499658.0,2.0,1,-73.93686828566143,40.781224753881915
lightweight,2,0.5,499658.0,3.0,0,-73.98368217725846,40.725977147548065
lightweight,2,0.5,499658.0,3.0,1,-73.9368572291127,40.78138618157094
lightweight,2,0.5,499658.0,4.0,0,-73.98375669412842,40.72607567288335
lightweight,2,0.5,499658.0,4.0,1,-73.93693401036899,40.7815656588762
random,2,0.5,499658.0,0.0,0,-73.98372227250512,40.726079792696844
random,2,0.5,499658.0,0.0,1,-73.93693343031804,40.78124758963521
random,2,0.5,499658.0,1.0,0,-73.98367650122401,40.726031941610074
random,2,0.5,499658.0,1.0,1,-73.93689100285762,40.78151659654026
random,2,0.5,499658.0,2.0,0,-73.9837183070829,40.72609680822166
random,2,0.5,499658.0,2.0,1,-73.93691536574227,40.781434161540204
random,2,0.5,499658.0,3.0,0,-73.98370973340225,40.72608113945422
random,2,0.5,499658.0,3.0,1,-73.93692495081596,40.7814445973917
random,2,0.5,499658.0,4.0,0,-73.98371651372523,40.72605298087275
random,2,0.5,499658.0,4.0,1,-73.93688158800134,40.78106636914531
lightweight,4,0.0025,2498.0,0.0,0,-73.97037758195869,40.76899027477249
lightweight,4,0.0025,2498.0,0.0,1,-73.99452120216655,40.728335244285255
lightweight,4,0.0025,2498.0,0.0,2,-73.95486490565443,40.69216489746989
lightweight,4,0.0025,2498.0,0.0,3,-73.92089885427137,40.79391938417647
lightweight,4,0.0025,2498.0,1.0,0,-73.99602783836274,40.7221740262254
