algo,k,frac,m,seed,center_idx,longitude,latitude
lightweight,16,0.0025,2498.0,0.0,2,-73.93766492963306,40.81551356902259
lightweight,16,0.0025,2498.0,0.0,3,-73.92059345134238,40.75917989600863
lightweight,16,0.0025,2498.0,0.0,4,-73.95737132953253,40.76571109292312
lightweight,16,0.0025,2498.0,0.0,5,-73.9964145496773,40.724874668581414
lightweight,16,0.0025,2498.0,0.0,6,-73.9531500436876,40.71885261265694
lightweight,16,0.0025,2498.0,0.0,7,-73.98255833462406,40.73309131568336
lightweight,16,0.0025,2498.0,0.0,8,-73.8865784153503,40.74851829184584
lightweight,16,0.0025,2498.0,0.0,9,-73.9590051505116,40.79681700645933
lightweight,16,0.0025,2498.0,0.0,10,-73.91959344079739,40.69626049809666
lightweight,16,0.0025,2498.0,0.0,11,-73.99721754423467,40.74822108531881
lightweight,16,0.0025,2498.0,0.0,12,-74.00999076946162,40.713667064877015
lightweight,16,0.0025,2498.0,0.0,13,-73.95412758973013,40.677087658718676
lightweight,16,0.0025,2498.0,0.0,14,-73.98466696410203,40.66542292143283
lightweight,16,0.0025,2498.0,0.0,15,-73.90612994445807,40.84533062945636
lightweight,16,0.0025,2498.0,1.0,0,-73.93965222113344,40.814181210689114
lightweight,16,0.0025,2498.0,1.0,1,-73.9988727312776,40.74165575173303
lightweight,16,0.0025,2498.0,1.0,2,-73.95636926478237,40.76666492963598
lightweight,16,0.0025,2498.0,1.0,3,-73.95299228411452,40.675957141990246
lightweight,16,0.0025,2498.0,1.0,4,-73.97923674766423,40.673975012261174
lightweight,16,0.0025,2498.0,1.0,5,-73.88506468881754,40.75048999906706
lightweight,16,0.0025,2498.0,1.0,6,-73.97883424611166,40.74991287174229
lightweight,16,0.0025,2498.0,1.0,7,-73.98698635175808,40.7655768434096
lightweight,16,0.0025,2498.0,1.0,8,-73.95434883219407,40.71719015959509
lightweight,16,0.0025,2498.0,1.0,9,-73.90380089791327,40.84587501592411
lightweight,16,0.0025,2498.0,1.0,10,-73.91826831595458,40.697026467601624
lightweight,16,0.0025,2498.0,1.0,11,-73.96768197373349,40.79482006246716
lightweight,16,0.0025,2498.0,1.0,12,-74.00739974127406,40.71561024200841
lightweight,16,0.0025,2498.0,1.0,13,-73.986722137173,40.72444583436581
lightweight,16,0.0025,2498.0,1.0,14,-73.99159673272172,40.691582761634734
lightweight,16,0.0025,2498.0,1.0,15,-73.91947317378029,40.760447093250605
lightweight,16,0.0025,2498.0,2.0,0,-73.97912182309082,40.74914883917983
lightweight,16,0.0025,2498.0,2.0,1,-73.9233826834414,40.759767758426264
lightweight,16,0.0025,2498.0,2.0,2,-73.97598912423754,40.678487273790346
lightweight,16,0.0025,2498.0,2.0,3,-74.00721040496393,40.71792398974174
lightweight,16,0.0025,2498.0,2.0,4,-73.95089894797441,40.80541360150187
lightweight,16,0.0025,2498.0,2.0,5,-73.91926039296811,40.69752869629665
lightweight,16,0.0025,2498.0,2.0,6,-73.98314125835358,40.77085279036522
lightweight,16,0.0025,2498.0,2.0,7,-73.89640469240886,40.84801926899652
lightweight,16,0.0025,2498.0,2.0,8,-73.99857252270945,40.746281722612665
lightweight,16,0.0025,2498.0,2.0,9,-73.95863184356543,40.77489025443713
lightweight,16,0.0025,2498.0,2.0,10,-73.98755170126752,40.72458206740789
lightweight,16,0.0025,2498.0,2.0,11,-73.88509467200143,40.751298417139296
lightweight,16,0.0025,2498.0,2.0,12,-73.92263071304819,40.83065639211609
lightweight,16,0.0025,2498.0,2.0,13,-73.9521660695337,40.675775750128075
lightweight,16,0.0025,2498.0,2.0,14,-73.9939252008198,40.68373555124055
lightweight,16,0.0025,2498.0,2.0,15,-73.95327540989302,40.719135309224576
lightweight,16,0.0025,2498.0,3.0,0,-74.00006130426337,40.737696779098115
lightweight,16,0.0025,2498.0,3.0,1,-73.95659849091498,40.77001997893025
lightweight,16,0.0025,2498.0,3.0,2,-73.95425460830118,40.719180132214596
lightweight,16,0.0025,2498.0,3.0,3,-73.91910417122148,40.76008045853512
lightweight,16,0.0025,2498.0,3.0,4,-73.9941179907807,40.68493464106466
lightweight,16,0.0025,2498.0,3.0,5,-73.9771222751813,40.75485301770245
lightweight,16,0.0025,2498.0,3.0,6,-73.90481029981709,40.84244822797638
lightweight,16,0.0025,2498.0,3.0,7,-73.92011272004353,40.69726319983419
lightweight,16,0.0025,2498.0,3.0,8,-74.00921889252237,40.713347574295355
lightweight,16,0.0025,2498.0,3.0,9,-73.95016911778144,40.67421279146003
lightweight,16,0.0025,2498.0,3.0,10,-73.99163108039168,40.756060154981874
lightweight,16,0.0025,2498.0,3.0,11,-73.98563095687315,40.72511363543421
lightweight,16,0.0025,2498.0,3.0,12,-73.97541273468418,40.67789072824462
lightweight,16,0.0025,2498.0,3.0,13,-73.97371397504517,40.788106913417636
lightweight,16,0.0025,2498.0,3.0,14,-73.94536839143043,40.8109333143631
lightweight,16,0.0025,2498.0,3.0,15,-73.88238366881555,40.749077774321826
lightweight,16,0.0025,2498.0,4.0,0,-74.00071740692731,40.74288292098278
lightweight,16,0.0025,2498.0,4.0,1,-73.95156267278307,40.78984529397398
lightweight,16,0.0025,2498.0,4.0,2,-73.95553070407983,40.67420787155903
lightweight,16,0.0025,2498.0,4.0,3,-73.96643392173904,40.760376357772216
lightweight,16,0.0025,2498.0,4.0,4,-73.98669291962011,40.72801740126107
lightweight,16,0.0025,2498.0,4.0,5,-73.9536643625176,40.72085676446997
lightweight,16,0.0025,2498.0,4.0,6,-73.88757132233206,40.75008408292488
lightweight,16,0.0025,2498.0,4.0,7,-74.00811704984135,40.71637683371255
lightweight,16,0.0025,2498.0,4.0,8,-73.92316558733367,40.76079611426613
lightweight,16,0.0025,2498.0,4.0,9,-73.90274855748889,40.84718282937136
lightweight,16,0.0025,2498.0,4.0,10,-73.99500567779947,40.66550261496583
lightweight,16,0.0025,2498.0,4.0,11,-73.97602046193848,40.78532630869358
lightweight,16,0.0025,2498.0,4.0,12,-73.92046150340028,40.69593877820228
lightweight,16,0.0025,2498.0,4.0,13,-73.93563880172736,40.822431618200625
lightweight,16,0.0025,2498.0,4.0,14,-73.98215333290293,40.687987496342316
lightweight,16,0.0025,2498.0,4.0,15,-73.98595049121158,40.759093360911415
random,16,0.0025,2498.0,0.0,0,-73.95517111576623,40.7180233145586
random,16,0.0025,2498.0,0.0,1,-73.98325945785606,40.734227740184046
random,16,0.0025,2498.0,0.0,2,-73.93986421846962,40.8164833599293
random,16,0.0025,2498.0,0.0,3,-73.92103610024331,40.75990224105032
random,16,0.0025,2498.0,0.0,4,-73.9565044736882,40.67349786292811
random,16,0.0025,2498.0,0.0,5,-74.00905101533627,40.715056993677294
random,16,0.0025,2498.0,0.0,6,-73.92342701538826,40.69735626587735
random,16,0.0025,2498.0,0.0,7,-73.9037313019549,40.84138602745098
random,16,0.0025,2498.0,0.0,8,-73.98824228340962,40.67919048702509
random,16,0.0025,2498.0,0.0,9,-73.99170801622137,40.720037187700306
random,16,0.0025,2498.0,0.0,10,-73.95198905503848,40.77319824851348
random,16,0.0025,2498.0,0.0,11,-73.88450586919369,40.75083309920908
random,16,0.0025,2498.0,0.0,12,-74.00002400723425,40.743956580046145
random,16,0.0025,2498.0,0.0,13,-73.96554969857802,40.79787779690835
random,16,0.0025,2498.0,0.0,14,-73.98612773647066,40.76448713157949
random,16,0.0025,2498.0,0.0,15,-73.97189510674347,40.755923868956984
random,16,0.0025,2498.0,1.0,0,-73.98551946328287,40.76669337237345
random,16,0.0025,2498.0,1.0,1,-73.989089752466,40.68232181561398
random,16,0.0025,2498.0,1.0,2,-73.95462319584703,40.720896034918944
random,16,0.0025,2498.0,1.0,3,-73.93614503151659,40.81695622584462
random,16,0.0025,2498.0,1.0,4,-74.00610820160638,40.717251022122866
random,16,0.0025,2498.0,1.0,5,-73.92068945025996,40.760514729030625
random,16,0.0025,2498.0,1.0,6,-73.96557708066318,40.79865640551933
random,16,0.0025,2498.0,1.0,7,-73.98701547673728,40.72656495773264
random,16,0.0025,2498.0,1.0,8,-73.91724390528272,40.69803670709563
random,16,0.0025,2498.0,1.0,9,-73.99833171731126,40.74444929422749
random,16,0.0025,2498.0,1.0,10,-73.95597084076446,40.77372975573951
random,16,0.0025,2498.0,1.0,11,-73.96825204861607,40.661911119808984
random,16,0.0025,2498.0,1.0,12,-73.90442255406562,40.848266101794756
random,16,0.0025,2498.0,1.0,13,-73.95344024906242,40.68545069305398
random,16,0.0025,2498.0,1.0,14,-73.97501562274029,40.75060885838634
random,16,0.0025,2498.0,1.0,15,-73.88093489469962,40.74953646699544
random,16,0.0025,2498.0,2.0,0,-73.97435444302218,40.6777192144
random,16,0.0025,2498.0,2.0,1,-73.95140889212426,40.80075091922804
random,16,0.0025,2498.0,2.0,2,-73.98203951842882,40.7395001139227
random,16,0.0025,2498.0,2.0,3,-73.95263459074685,40.723083237272306
random,16,0.0025,2498.0,2.0,4,-73.98186092030514,40.76448913740922
random,16,0.0025,2498.0,2.0,5,-73.90213377582617,40.843316529078464
random,16,0.0025,2498.0,2.0,6,-73.918149418136,40.76021964987574
random,16,0.0025,2498.0,2.0,7,-74.00823817309892,40.71584134292075
random,16,0.0025,2498.0,2.0,8,-73.94659521770514,40.68144476887989
random,16,0.0025,2498.0,2.0,9,-73.99677455831313,40.680458934065584
random,16,0.0025,2498.0,2.0,10,-73.99934684263268,40.745730040823325
random,16,0.0025,2498.0,2.0,11,-73.91715193709457,40.69883457858698
random,16,0.0025,2498.0,2.0,12,-73.96074536441566,40.772076010109856
random,16,0.0025,2498.0,2.0,13,-73.87914543291092,40.749614311905006
random,16,0.0025,2498.0,2.0,14,-73.93532006812137,40.8281797651653
random,16,0.0025,2498.0,2.0,15,-73.98952437380878,40.72125102236687
random,16,0.0025,2498.0,3.0,0,-73.97974162242721,40.73528152838219
random,16,0.0025,2498.0,3.0,1,-73.95798329998316,40.76699291418767
random,16,0.0025,2498.0,3.0,2,-73.94975547922706,40.675396757809864
random,16,0.0025,2498.0,3.0,3,-73.89452876923077,40.85820973076923
random,16,0.0025,2498.0,3.0,4,-73.99387267850614,40.68049742518989
random,16,0.0025,2498.0,3.0,5,-73.98021602361558,40.765610125409474
random,16,0.0025,2498.0,3.0,6,-73.88581574999999,40.750114357142856
random,16,0.0025,2498.0,3.0,7,-73.996127114876,40.74635212350962
random,16,0.0025,2498.0,3.0,8,-73.9515040343011,40.801914201685676
random,16,0.0025,2498.0,3.0,9,-73.95414363310061,40.719072644931934
random,16,0.0025,2498.0,3.0,10,-73.99194463537876,40.72257216370316
random,16,0.0025,2498.0,3.0,11,-74.00925532372112,40.71852000472028
random,16,0.0025,2498.0,3.0,12,-73.92132900621354,40.76165672789976
random,16,0.0025,2498.0,3.0,13,-73.91720064473684,40.69997425
random,16,0.0025,2498.0,3.0,14,-73.97475162349402,40.67997765060332
random,16,0.0025,2498.0,3.0,15,-73.92293118016342,40.82646523264126
random,16,0.0025,2498.0,4.0,0,-73.97399158174625,40.677284175050396
random,16,0.0025,2498.0,4.0,1,-73.9849944335288,40.76245418221163
random,16,0.0025,2498.0,4.0,2,-73.88340007298333,40.75156014414986
random,16,0.0025,2498.0,4.0,3,-73.9468624099427,40.80240552105824
random,16,0.0025,2498.0,4.0,4,-74.00869533654239,40.7156165227985
random,16,0.0025,2498.0,4.0,5,-73.95340851343643,40.720764628637866
random,16,0.0025,2498.0,4.0,6,-73.99937660812037,40.742378372492524
random,16,0.0025,2498.0,4.0,7,-73.96979084805366,40.78982552158662
random,16,0.0025,2498.0,4.0,8,-73.91009934980545,40.84572755298052
random,16,0.0025,2498.0,4.0,9,-73.98263726415823,40.7354138753471
random,16,0.0025,2498.0,4.0,10,-73.99353421595812,40.681556161932384
random,16,0.0025,2498.0,4.0,11,-73.96372650865287,40.76184724483191
random,16,0.0025,2498.0,4.0,12,-73.91970360635156,40.695462525335685
random,16,0.0025,2498.0,4.0,13,-73.94733391164552,40.68121922425145
random,16,0.0025,2498.0,4.0,14,-73.99126812955176,40.718623277607946
random,16,0.0025,2498.0,4.0,15,-73.92183913878367,40.759887501282996
lightweight,16,0.005,4997.0,0.0,0,-73.96871039590842,40.67691945031671
lightweight,16,0.005,4997.0,0.0,1,-73.99921130719304,40.74640422132823
lightweight,16,0.005,4997.0,0.0,2,-73.94418758708512,40.810693715740726
lightweight,16,0.005,4997.0,0.0,3,-73.92099408959945,40.75857032416866
lightweight,16,0.005,4997.0,0.0,4,-73.98311073734163,40.73828204192346
lightweight,16,0.005,4997.0,0.0,5,-73.99222335390775,40.680403113914714
lightweight,16,0.005,4997.0,0.0,6,-73.95395445144386,40.72182157324105
lightweight,16,0.005,4997.0,0.0,7,-73.90906971169987,40.84209208599214
lightweight,16,0.005,4997.0,0.0,8,-74.00707082434907,40.71830562941228
lightweight,16,0.005,4997.0,0.0,9,-73.95739246944089,40.770554956318925
lightweight,16,0.005,4997.0,0.0,10,-73.91401244940486,40.698712873440655
lightweight,16,0.005,4997.0,0.0,11,-73.98899069688716,40.720706331984594
lightweight,16,0.005,4997.0,0.0,12,-73.97118057303895,40.791881317207356
lightweight,16,0.005,4997.0,0.0,13,-73.98263272280556,40.76384216903947
lightweight,16,0.005,4997.0,0.0,14,-73.88205332242835,40.749870262220306
lightweight,16,0.005,4997.0,0.0,15,-73.94192810299975,40.68508787568301
lightweight,16,0.005,4997.0,1.0,0,-73.98922175544924,40.759963818920376
lightweight,16,0.005,4997.0,1.0,1,-73.95379293264891,40.717634840758436
lightweight,16,0.005,4997.0,1.0,2,-73.9068896365738,40.84380724772785
lightweight,16,0.005,4997.0,1.0,3,-73.91917656943242,40.69691639385553
lightweight,16,0.005,4997.0,1.0,4,-74.00663471286026,40.71558389074938
lightweight,16,0.005,4997.0,1.0,5,-73.97152975837344,40.79076677491044
lightweight,16,0.005,4997.0,1.0,6,-73.98219147472273,40.666200331975844
lightweight,16,0.005,4997.0,1.0,7,-73.92221555802485,40.759808133499355
lightweight,16,0.005,4997.0,1.0,8,-73.98606566973552,40.72639200400913
lightweight,16,0.005,4997.0,1.0,9,-73.94398947890016,40.81287634088301
lightweight,16,0.005,4997.0,1.0,10,-73.95439754381798,40.771654819809655
lightweight,16,0.005,4997.0,1.0,11,-73.97389220071723,40.754367718017875
lightweight,16,0.005,4997.0,1.0,12,-73.95416683477465,40.676586719658246
lightweight,16,0.005,4997.0,1.0,13,-73.88650513680429,40.750298310744945
lightweight,16,0.005,4997.0,1.0,14,-73.98802643783712,40.6905962764235
lightweight,16,0.005,4997.0,1.0,15,-73.9998824061606,40.740119300583686
lightweight,16,0.005,4997.0,2.0,0,-73.90425414853594,40.84446219475573
lightweight,16,0.005,4997.0,2.0,1,-73.98231698485957,40.73443738773043
lightweight,16,0.005,4997.0,2.0,2,-73.93945042116121,40.81402644792547
lightweight,16,0.005,4997.0,2.0,3,-73.95239978849217,40.67369157884593
lightweight,16,0.005,4997.0,2.0,4,-73.92011558415938,40.69704527819678
lightweight,16,0.005,4997.0,2.0,5,-73.95589718870121,40.773287872734905
lightweight,16,0.005,4997.0,2.0,6,-73.99124698613112,40.719467008946076
lightweight,16,0.005,4997.0,2.0,7,-73.99718314540284,40.747203573771635
lightweight,16,0.005,4997.0,2.0,8,-73.88468180788823,40.75079693039012
lightweight,16,0.005,4997.0,2.0,9,-73.98029068886466,40.76266528325215
lightweight,16,0.005,4997.0,2.0,10,-73.95395746351518,40.719682742157
lightweight,16,0.005,4997.0,2.0,11,-73.96632216278773,40.79751593379477
lightweight,16,0.005,4997.0,2.0,12,-74.00721594751681,40.72053568609621
lightweight,16,0.005,4997.0,2.0,13,-73.99616737371502,40.67880987715223
lightweight,16,0.005,4997.0,2.0,14,-73.92365406424159,40.76134290181262
lightweight,16,0.005,4997.0,2.0,15,-73.97649906089356,40.68031929813579
lightweight,16,0.005,4997.0,3.0,0,-73.95603132736414,40.76959465592784
lightweight,16,0.005,4997.0,3.0,1,-74.0003034996385,40.73429869914141
lightweight,16,0.005,4997.0,3.0,2,-73.95228674411176,40.67468283845252
lightweight,16,0.005,4997.0,3.0,3,-73.90766870612815,40.84226218882235
lightweight,16,0.005,4997.0,3.0,4,-73.88421990838498,40.74753773473095
lightweight,16,0.005,4997.0,3.0,5,-73.9777580321651,40.75477153734619
lightweight,16,0.005,4997.0,3.0,6,-73.97618927094055,40.677341827535365
lightweight,16,0.005,4997.0,3.0,7,-73.92267362345581,40.6961118334976
lightweight,16,0.005,4997.0,3.0,8,-73.94717848820625,40.80906807880646
lightweight,16,0.005,4997.0,3.0,9,-73.95482338882904,40.71864442159993
lightweight,16,0.005,4997.0,3.0,10,-73.98508842436634,40.72588177777267
lightweight,16,0.005,4997.0,3.0,11,-73.9932092236202,40.75531437441019
lightweight,16,0.005,4997.0,3.0,12,-73.9202127705275,40.76086237234403
lightweight,16,0.005,4997.0,3.0,13,-73.99423960670819,40.684058717293894
lightweight,16,0.005,4997.0,3.0,14,-73.97549505255517,40.78566926071831
lightweight,16,0.005,4997.0,3.0,15,-74.0096117845924,40.712351313540836
lightweight,16,0.005,4997.0,4.0,0,-74.0009561664277,40.6675412934571
lightweight,16,0.005,4997.0,4.0,1,-73.92376609194102,40.760392836785705
lightweight,16,0.005,4997.0,4.0,2,-73.98597570458905,40.72731289992056
lightweight,16,0.005,4997.0,4.0,3,-73.90572822249226,40.84427866190004
lightweight,16,0.005,4997.0,4.0,4,-73.9543783661207,40.67314180711716
lightweight,16,0.005,4997.0,4.0,5,-73.94153142510876,40.81546403018355
lightweight,16,0.005,4997.0,4.0,6,-73.92102996065432,40.695914561604475
lightweight,16,0.005,4997.0,4.0,7,-74.00013643633874,40.74150239881633
lightweight,16,0.005,4997.0,4.0,8,-74.0064342575522,40.716297627179195
lightweight,16,0.005,4997.0,4.0,9,-73.97380233774697,40.787065532866755
lightweight,16,0.005,4997.0,4.0,10,-73.88531538572154,40.75016098853775
lightweight,16,0.005,4997.0,4.0,11,-73.98803736401571,40.76003189252009
lightweight,16,0.005,4997.0,4.0,12,-73.98087031321919,40.684523050089545
lightweight,16,0.005,4997.0,4.0,13,-73.95433400499955,40.71974472038718
lightweight,16,0.005,4997.0,4.0,14,-73.95380738851986,40.77912675876548
lightweight,16,0.005,4997.0,4.0,15,-73.97261214900882,40.754270125958705
random,16,0.005,4997.0,0.0,0,-73.99692442120775,40.74849464734628
random,16,0.005,4997.0,0.0,1,-73.9278684235424,40.82596844709547
random,16,0.005,4997.0,0.0,2,-73.95620444427699,40.67318490108048
random,16,0.005,4997.0,0.0,3,-73.95573388837596,40.76781597440452
random,16,0.005,4997.0,0.0,4,-73.95448544891742,40.71838490316066
random,16,0.005,4997.0,0.0,5,-74.0053815060397,40.72163532187834
random,16,0.005,4997.0,0.0,6,-73.92285054105618,40.69744216239378
random,16,0.005,4997.0,0.0,7,-73.920604160718,40.76041390226257
random,16,0.005,4997.0,0.0,8,-73.98312350369204,40.690258209562266
random,16,0.005,4997.0,0.0,9,-73.88430247805653,40.75008000456499
random,16,0.005,4997.0,0.0,10,-73.98244336985897,40.77196921226501
random,16,0.005,4997.0,0.0,11,-73.89564600862002,40.84922560842571
random,16,0.005,4997.0,0.0,12,-73.95299359725227,40.801763078224326
random,16,0.005,4997.0,0.0,13,-73.99432211835467,40.66759454194384
random,16,0.005,4997.0,0.0,14,-73.987050827924,40.72731318005325
random,16,0.005,4997.0,0.0,15,-73.97682562919097,40.75106773375621
random,16,0.005,4997.0,1.0,0,-74.00569391287189,40.72000947015616
random,16,0.005,4997.0,1.0,1,-73.94298988377612,40.68532471190447
random,16,0.005,4997.0,1.0,2,-73.95485847155292,40.77123486073543
random,16,0.005,4997.0,1.0,3,-73.9682623298896,40.67436328135517
random,16,0.005,4997.0,1.0,4,-73.89813347668955,40.85608273837098
random,16,0.005,4997.0,1.0,5,-73.99661011495463,40.74686394641121
random,16,0.005,4997.0,1.0,6,-73.9102095642689,40.757342714263736
random,16,0.005,4997.0,1.0,7,-73.98695315637178,40.72626124848843
random,16,0.005,4997.0,1.0,8,-73.94600021536522,40.807926050446945
random,16,0.005,4997.0,1.0,9,-73.98439264635272,40.76870059434291
random,16,0.005,4997.0,1.0,10,-73.91544533431129,40.69773138765205
random,16,0.005,4997.0,1.0,11,-73.99136638690753,40.68182536077676
random,16,0.005,4997.0,1.0,12,-73.97570192012891,40.75099730034507
random,16,0.005,4997.0,1.0,13,-73.96777799723023,40.796349342468915
random,16,0.005,4997.0,1.0,14,-73.92155254521742,40.830853326124604
random,16,0.005,4997.0,1.0,15,-73.95448557474072,40.72106349194165
random,16,0.005,4997.0,2.0,0,-74.00016924395182,40.74145698965334
random,16,0.005,4997.0,2.0,1,-73.95537422584158,40.770376597608134
random,16,0.005,4997.0,2.0,2,-73.97519916971096,40.678379153567995
random,16,0.005,4997.0,2.0,3,-73.92013996316292,40.76269764996391
random,16,0.005,4997.0,2.0,4,-73.90811317250869,40.842480448492786
random,16,0.005,4997.0,2.0,5,-73.91824565376098,40.696899577467136
random,16,0.005,4997.0,2.0,6,-74.00665851332134,40.71571691094585
random,16,0.005,4997.0,2.0,7,-73.9457787235312,40.80979015781749
random,16,0.005,4997.0,2.0,8,-73.98968125078342,40.75905015841322
random,16,0.005,4997.0,2.0,9,-73.88357508415783,40.749009561291594
random,16,0.005,4997.0,2.0,10,-73.98646717427607,40.72747992025511
random,16,0.005,4997.0,2.0,11,-73.99406152402857,40.68481631999337
random,16,0.005,4997.0,2.0,12,-73.95308788305803,40.718913635111946
random,16,0.005,4997.0,2.0,13,-73.97372241459252,40.78590402708149
random,16,0.005,4997.0,2.0,14,-73.97542864702916,40.753501414705475
random,16,0.005,4997.0,2.0,15,-73.95087963091912,40.67491187026724
random,16,0.005,4997.0,3.0,0,-74.00470106110373,40.71610716994156
random,16,0.005,4997.0,3.0,1,-73.95408293386356,40.76948642635583
random,16,0.005,4997.0,3.0,2,-73.91941092886958,40.69817440586295
random,16,0.005,4997.0,3.0,3,-73.8969764823077,40.85278645518819
random,16,0.005,4997.0,3.0,4,-73.97501890567771,40.7644667251864
random,16,0.005,4997.0,3.0,5,-73.97696748209675,40.68248469526479
random,16,0.005,4997.0,3.0,6,-73.92389427485531,40.82879116526486
random,16,0.005,4997.0,3.0,7,-73.9903668300318,40.756695810915396
random,16,0.005,4997.0,3.0,8,-73.88169202220595,40.74984420064636
random,16,0.005,4997.0,3.0,9,-73.95388703672504,40.71956012852011
random,16,0.005,4997.0,3.0,10,-73.95235582927558,40.80264306397669
random,16,0.005,4997.0,3.0,11,-73.99489714350219,40.6804213174322
random,16,0.005,4997.0,3.0,12,-73.98433695076686,40.72912062991616
random,16,0.005,4997.0,3.0,13,-74.0001077484532,40.73868231009116
random,16,0.005,4997.0,3.0,14,-73.92019553022857,40.76103353509433
random,16,0.005,4997.0,3.0,15,-73.95199174525267,40.67449614664618
random,16,0.005,4997.0,4.0,0,-73.91571881903627,40.69723982130691
random,16,0.005,4997.0,4.0,1,-73.98353037709185,40.74074153227239
random,16,0.005,4997.0,4.0,2,-73.93943722355816,40.81658843007431
random,16,0.005,4997.0,4.0,3,-73.99358392787755,40.68230932726744
random,16,0.005,4997.0,4.0,4,-74.0071928258912,40.718214147234214
random,16,0.005,4997.0,4.0,5,-73.96463688885927,40.76049019776387
random,16,0.005,4997.0,4.0,6,-73.92199389677168,40.759678075619206
random,16,0.005,4997.0,4.0,7,-73.99915927974875,40.745750941860884
random,16,0.005,4997.0,4.0,8,-73.94284594916275,40.681633589766484
random,16,0.005,4997.0,4.0,9,-73.9836666121823,40.768201041353265
random,16,0.005,4997.0,4.0,10,-73.97248133121371,40.676395976220164
random,16,0.005,4997.0,4.0,11,-73.88644958774516,40.75118765282964
random,16,0.005,4997.0,4.0,12,-73.95705262824733,40.79089008962999
random,16,0.005,4997.0,4.0,13,-73.90643337288016,40.84539980874396
random,16,0.005,4997.0,4.0,14,-73.95430978389268,40.71798197093147
random,16,0.005,4997.0,4.0,15,-73.98864102631161,40.72151044441884
lightweight,16,0.01,9993.0,0.0,0,-73.97827401171149,40.74874968447269
lightweight,16,0.01,9993.0,0.0,1,-73.92716757984707,40.828510827496494
lightweight,16,0.01,9993.0,0.0,2,-73.9720922572702,40.676249043678425
lightweight,16,0.01,9993.0,0.0,3,-73.95901390160834,40.771757247470596
lightweight,16,0.01,9993.0,0.0,4,-73.99749151485965,40.7470122450508
lightweight,16,0.01,9993.0,0.0,5,-73.94697027623421,40.679145803449885
lightweight,16,0.01,9993.0,0.0,6,-73.98196432511249,40.771251444582866
lightweight,16,0.01,9993.0,0.0,7,-73.92173326142968,40.75974728559529
lightweight,16,0.01,9993.0,0.0,8,-74.00680716526792,40.71875011790927
lightweight,16,0.01,9993.0,0.0,9,-73.9540625889022,40.72191353810427
lightweight,16,0.01,9993.0,0.0,10,-73.95167414474153,40.80391214648292
lightweight,16,0.01,9993.0,0.0,11,-73.9871443306162,40.72606206889495
lightweight,16,0.01,9993.0,0.0,12,-73.88391883221962,40.749456100309004
lightweight,16,0.01,9993.0,0.0,13,-73.91748998520637,40.69794200070913
lightweight,16,0.01,9993.0,0.0,14,-73.9921209334342,40.68359599574972
lightweight,16,0.01,9993.0,0.0,15,-73.89953179284116,40.848566226832155
lightweight,16,0.01,9993.0,1.0,0,-73.96064196644986,40.7625484544352
lightweight,16,0.01,9993.0,1.0,1,-73.9873156739197,40.725510523643315
lightweight,16,0.01,9993.0,1.0,2,-73.97549056843724,40.67919641341884
lightweight,16,0.01,9993.0,1.0,3,-73.92234833486451,40.75976665446428
lightweight,16,0.01,9993.0,1.0,4,-73.90317967570017,40.846340820011335
lightweight,16,0.01,9993.0,1.0,5,-73.91900108904414,40.69730231489447
lightweight,16,0.01,9993.0,1.0,6,-73.95322863195729,40.79562766560537
lightweight,16,0.01,9993.0,1.0,7,-73.99838485941501,40.74585486172714
lightweight,16,0.01,9993.0,1.0,8,-73.88525688368814,40.749893328518446
lightweight,16,0.01,9993.0,1.0,9,-74.00748873616169,40.71770900287821
lightweight,16,0.01,9993.0,1.0,10,-73.95385726780223,40.7178938021756
lightweight,16,0.01,9993.0,1.0,11,-73.99365343613287,40.68503619660507
lightweight,16,0.01,9993.0,1.0,12,-73.93554735566356,40.82207696274997
lightweight,16,0.01,9993.0,1.0,13,-73.98213947394426,40.754477324959865
lightweight,16,0.01,9993.0,1.0,14,-73.97952666806493,40.78090129365507
lightweight,16,0.01,9993.0,1.0,15,-73.95145441225056,40.67443978752298
lightweight,16,0.01,9993.0,2.0,0,-73.98727279004659,40.724899280498434
lightweight,16,0.01,9993.0,2.0,1,-73.90467720598937,40.84400773412543
lightweight,16,0.01,9993.0,2.0,2,-73.96620086482783,40.797145746906885
lightweight,16,0.01,9993.0,2.0,3,-73.95178785873412,40.67371402982892
lightweight,16,0.01,9993.0,2.0,4,-73.92388273259395,40.7601523091793
lightweight,16,0.01,9993.0,2.0,5,-73.99751589664785,40.74464319402411
lightweight,16,0.01,9993.0,2.0,6,-73.92018066075954,40.696688901154744
lightweight,16,0.01,9993.0,2.0,7,-73.97632335329222,40.749204791322796
lightweight,16,0.01,9993.0,2.0,8,-74.00677916819802,40.71834399337746
lightweight,16,0.01,9993.0,2.0,9,-73.99606271104953,40.68016633726833
lightweight,16,0.01,9993.0,2.0,10,-73.95389628765824,40.719284791607265
lightweight,16,0.01,9993.0,2.0,11,-73.93971944284576,40.81443755309917
lightweight,16,0.01,9993.0,2.0,12,-73.88493770704447,40.75012436095649
lightweight,16,0.01,9993.0,2.0,13,-73.95569942399592,40.77322263787057
lightweight,16,0.01,9993.0,2.0,14,-73.97669418993624,40.68095267795897
lightweight,16,0.01,9993.0,2.0,15,-73.98506233246671,40.76604606408765
