algo,k,frac,m,seed,r1,r2,r3
random,8,0.05,49966,2,0.9994502945161997,0.9992144901386901,1.0000859771554131
random,8,0.05,49966,3,0.9939641660804597,0.9934515900323977,1.0001627463274738
random,8,0.05,49966,4,0.9953700375750872,0.994645411220574,1.000427389155901
lightweight,8,0.1,99932,0,1.0042731158952087,1.0040511838425232,1.0001610272612138
lightweight,8,0.1,99932,1,1.0020190954920916,1.0017671883429018,1.0005061756252123
lightweight,8,0.1,99932,2,0.9993715526295779,0.998819593370488,1.0002342587114357
lightweight,8,0.1,99932,3,1.00148008298012,1.0013309979214704,1.000056130199056
lightweight,8,0.1,99932,4,1.000955835454022,1.0007623088597755,1.0001788009669959
random,8,0.1,99932,0,0.999395021170756,0.9991861722926756,1.000096708255533
random,8,0.1,99932,1,0.9993463168007777,0.9989244174871994,1.0001308413239876
random,8,0.1,99932,2,1.0010571504058592,1.000905215578591,1.0000504522700544
random,8,0.1,99932,3,1.0017067009479728,1.0013787479519363,1.0001621876066762
random,8,0.1,99932,4,1.0015383979388635,1.0012032126866306,1.000115109762125
lightweight,8,0.25,249829,0,1.0020966314905575,1.0018680822134978,1.00018782839124
lightweight,8,0.25,249829,1,1.000398133515082,1.0003393076132163,1.000133726193639
lightweight,8,0.25,249829,2,1.0000591294699834,0.9998995672128486,1.0000539431943891
lightweight,8,0.25,249829,3,1.001651607526682,1.001615399221893,1.0001747449698166
lightweight,8,0.25,249829,4,0.9990892443894414,0.9990193773939172,1.000057355162264
random,8,0.25,249829,0,0.9996423946076675,0.9995617658877057,1.0002881547006233
random,8,0.25,249829,1,0.9998704441003993,0.9997769937969242,1.000148380525985
random,8,0.25,249829,2,1.0011164423810668,1.0011692054494092,1.0000005193130261
random,8,0.25,249829,3,0.9977561281672104,0.9977415811528415,1.0000162911190407
random,8,0.25,249829,4,0.9995441977650023,0.9994045369128224,1.0000390426556818
lightweight,8,0.5,499658,0,1.0010952776192032,1.000954242687267,1.0001387965483512
lightweight,8,0.5,499658,1,1.0007001644480231,1.0006707744385532,1.0000805889622149
lightweight,8,0.5,499658,2,1.000281560885198,1.000207697326972,1.0000536035968837
lightweight,8,0.5,499658,3,1.0006768344550423,1.0006667623617667,1.0000932769458404
lightweight,8,0.5,499658,4,1.0001586512589737,1.000065646560415,1.000027604187635
