algo,k,frac,m,seed,center_idx,R,G,B
lightweight,2,0.01,10486.0,0.0,0,65.7732685006635,74.08725452451074,50.44905712878536
lightweight,2,0.01,10486.0,0.0,1,165.3791157187152,163.20735882340153,155.3085376206591
lightweight,2,0.01,10486.0,1.0,0,65.82595372386012,74.05742343741414,50.5256277494965
lightweight,2,0.01,10486.0,1.0,1,164.94767734650287,163.66567205172288,156.19415878156548
lightweight,2,0.01,10486.0,2.0,0,65.50271118628291,74.44184974486967,50.86430872779101
lightweight,2,0.01,10486.0,2.0,1,165.67326783633237,163.30399055606026,155.49140466324678
lightweight,2,0.01,10486.0,3.0,0,164.53059315653067,162.59871221980688,154.4174280028011
lightweight,2,0.01,10486.0,3.0,1,65.13105410089636,74.01278489713582,50.48967946047149
lightweight,2,0.01,10486.0,4.0,0,167.40175195571194,165.57880988252515,158.31273665482098
lightweight,2,0.01,10486.0,4.0,1,66.7556124084029,74.82572431845078,51.08968172541876
random,2,0.01,10486.0,0.0,0,65.26961375980709,73.33026554013296,50.31019915509985
random,2,0.01,10486.0,0.0,1,165.00933125972,162.91550025920162,155.03291861067902
random,2,0.01,10486.0,1.0,0,66.55906328738718,74.49281161997943,50.94130724766585
random,2,0.01,10486.0,1.0,1,166.8927520727467,165.64027814923773,158.37550147098153
random,2,0.01,10486.0,2.0,0,65.17466666666687,73.5902222222224,50.22533333333341
random,2,0.01,10486.0,2.0,1,166.22269807280512,164.45931477516058,157.37366167023555
random,2,0.01,10486.0,3.0,0,65.16741674167437,73.74347434743493,50.22997299729984
random,2,0.01,10486.0,3.0,1,166.4856020942408,164.87015706806275,157.8371727748691
random,2,0.01,10486.0,4.0,0,65.0332131048995,73.78734595731908,49.92891493838328
random,2,0.01,10486.0,4.0,1,165.64848643006258,163.32228601252604,155.63622129436317
lightweight,2,0.05,52429.0,0.0,0,65.58610533092286,73.95285389156459,50.482330588361165
lightweight,2,0.05,52429.0,0.0,1,165.74730363812938,163.93401241589348,156.4253182813168
lightweight,2,0.05,52429.0,1.0,0,165.94394717607202,164.2887085896746,156.870095753489
lightweight,2,0.05,52429.0,1.0,1,65.75852950711081,73.90579402336144,50.34216200683505
lightweight,2,0.05,52429.0,2.0,0,65.80476327703084,74.10957798616434,50.47995934333487
lightweight,2,0.05,52429.0,2.0,1,166.36498056611958,164.72442231142313,157.6473772212097
lightweight,2,0.05,52429.0,3.0,0,165.7839534715506,164.21703243651672,156.97306544468145
lightweight,2,0.05,52429.0,3.0,1,65.74032803222526,74.2550436132489,50.4811277125414
lightweight,2,0.05,52429.0,4.0,0,65.7493211751563,74.04049262510276,50.44261740877906
lightweight,2,0.05,52429.0,4.0,1,166.24664474806337,164.50640246541334,157.07284845616022
random,2,0.05,52429.0,0.0,0,65.66544435500703,73.89005157558954,50.35453000626063
random,2,0.05,52429.0,0.0,1,166.03007518796997,164.16626072222815,156.8937837551626
random,2,0.05,52429.0,1.0,0,165.73161255987225,164.1253858435338,156.4882916444917
random,2,0.05,52429.0,1.0,1,65.7122982252742,73.89913493266744,50.36389310027051
random,2,0.05,52429.0,2.0,0,65.66793398172707,73.89425287356323,50.264839375184216
random,2,0.05,52429.0,2.0,1,166.84150494621332,165.04529974593225,157.7731228715066
random,2,0.05,52429.0,3.0,0,166.05673721152823,164.10135063277679,156.7022226948846
random,2,0.05,52429.0,3.0,1,65.39544359515807,73.72048895101565,50.17633762602982
random,2,0.05,52429.0,4.0,0,166.20380276468407,164.33192097876173,156.91933689952864
random,2,0.05,52429.0,4.0,1,65.52071658519134,73.94339453916777,50.40929414570175
lightweight,2,0.1,104858.0,0.0,0,65.67535245434593,73.95954038934275,50.42558187815733
lightweight,2,0.1,104858.0,0.0,1,165.92207975784223,164.1914545453287,156.80880878239196
lightweight,2,0.1,104858.0,1.0,0,65.79109193501898,73.96218255499709,50.44423442145248
lightweight,2,0.1,104858.0,1.0,1,165.8187263059744,164.18589407777935,156.71620621670613
lightweight,2,0.1,104858.0,2.0,0,165.9897078262493,164.32375839971368,156.91293617107442
lightweight,2,0.1,104858.0,2.0,1,65.416801240652,73.84979470104022,50.20228268757685
lightweight,2,0.1,104858.0,3.0,0,65.79797740803693,74.03822358186625,50.372256598023476
lightweight,2,0.1,104858.0,3.0,1,166.05445240909057,164.48648781114412,157.29730917833803
lightweight,2,0.1,104858.0,4.0,0,165.80000802144974,163.9362240658514,156.21372965016644
lightweight,2,0.1,104858.0,4.0,1,65.28594717070416,73.73948379580864,50.190173482529715
random,2,0.1,104858.0,0.0,0,165.83961063073588,164.05697310487506,156.68046787968797
random,2,0.1,104858.0,0.0,1,65.49192923938284,73.75740067901599,50.17264280183455
random,2,0.1,104858.0,1.0,0,165.50210813820897,163.81551801861517,156.1891755721143
random,2,0.1,104858.0,1.0,1,65.49101225669071,73.77187365034924,50.167423712153905
random,2,0.1,104858.0,2.0,0,65.73559342089706,73.89022009229683,50.33114424328487
random,2,0.1,104858.0,2.0,1,166.31664429530196,164.52410738255037,157.0638389261744
random,2,0.1,104858.0,3.0,0,65.6706737198728,73.90265683972777,50.29370857974965
random,2,0.1,104858.0,3.0,1,166.07409478168256,164.1851703940362,156.74374334398289
random,2,0.1,104858.0,4.0,0,65.79195837978452,74.0043403939056,50.40731326644356
random,2,0.1,104858.0,4.0,1,166.2312481707154,164.51307772131014,157.2151504669664
lightweight,2,0.25,262144.0,0.0,0,165.83422640738456,164.0675740521121,156.57235902867245
lightweight,2,0.25,262144.0,0.0,1,65.63861673264466,73.8490944641293,50.30120135762242
lightweight,2,0.25,262144.0,1.0,0,65.63211879056064,73.92025568094593,50.308009346982246
lightweight,2,0.25,262144.0,1.0,1,165.82106103777198,164.08420150464687,156.56824524544277
lightweight,2,0.25,262144.0,2.0,0,65.51377298106203,73.85844909783886,50.219686588831514
lightweight,2,0.25,262144.0,2.0,1,165.83131406264272,164.13458939496067,156.5949640441027
lightweight,2,0.25,262144.0,3.0,0,166.01494277018645,164.4005450320027,157.00936694972918
lightweight,2,0.25,262144.0,3.0,1,65.70232187563991,73.89491925758567,50.30440187162842
lightweight,2,0.25,262144.0,4.0,0,166.05982494921565,164.3413101364789,156.93383718053263
lightweight,2,0.25,262144.0,4.0,1,65.74155080611118,74.04313094901542,50.415441012484706
random,2,0.25,262144.0,0.0,0,65.66156580879525,73.88238896122016,50.28090388628249
random,2,0.25,262144.0,0.0,1,165.7985351884774,164.036907714745,156.59371706569277
random,2,0.25,262144.0,1.0,0,165.8066565229882,164.11547833118738,156.67971867252612
