algo,k,frac,m,seed,center_idx,x,y
full,3,,,,0,-0.34097238323373524,12.493341922119093
full,3,,,,1,0.07784551196041001,-4.650924646838908
full,3,,,,2,17.845095264339157,17.68598444544832
egq,3,0.01,10000.0,0.0,0,0.13428931330360072,-4.641793857640831
egq,3,0.01,10000.0,0.0,1,17.82680120396779,17.660279435467167
egq,3,0.01,10000.0,0.0,2,-0.4363836058803052,12.510834643225326
