algo,k,frac,m,seed,r1,r2,r3
random,16,0.0025,2500,0,0.9946054225067389,0.9526185615450568,1.0123804127184886
random,16,0.0025,2500,1,0.9725373518282463,0.939770832435469,1.0123293390021495
random,16,0.0025,2500,2,0.9895690150309058,0.9585622816985897,1.0073349503392415
random,16,0.0025,2500,3,1.0122831144951068,0.9574965334056862,1.0199561469919212
random,16,0.0025,2500,4,1.0080452784963818,0.9685426219835286,1.0098838857221366
lightweight,16,0.005,5000,0,1.0143861665248426,0.9948884349060877,1.0096112633115963
lightweight,16,0.005,5000,1,0.9802011469223845,0.9672044771465381,1.0080607752077142
lightweight,16,0.005,5000,2,0.9962330257597696,0.9739068461063427,1.0119848603792994
lightweight,16,0.005,5000,3,1.0095752239905942,0.9863503695195458,1.0062959374940654
lightweight,16,0.005,5000,4,0.9827750879883757,0.9663327834989812,1.0059764642219964
random,16,0.005,5000,0,0.9962889611847378,0.955578192862505,1.0086689691953286
random,16,0.005,5000,1,0.9921283015114509,0.9701594798174851,1.0106993554669745
random,16,0.005,5000,2,0.992680102762745,0.9635970313460844,1.0060063635184446
random,16,0.005,5000,3,1.0051888342710713,0.9668740831617393,1.0090713847121882
random,16,0.005,5000,4,0.9954679448357499,0.972137893850451,1.0053345019582205
lightweight,16,0.01,10000,0,1.01435057525314,1.001218640980071,1.004877006546332
lightweight,16,0.01,10000,1,1.0016076279138926,0.9873096471620184,1.0088979864782244
lightweight,16,0.01,10000,2,1.0109903841742374,0.9958893325816133,1.0033825581359699
lightweight,16,0.01,10000,3,1.0089951989967119,0.9947365444386462,1.0044129584937806
lightweight,16,0.01,10000,4,0.997854673691172,0.9898816485188143,1.003691082565722
random,16,0.01,10000,0,1.0082834893426385,0.981276563286611,1.0053091472428344
random,16,0.01,10000,1,0.9939354354773504,0.9835381696659312,1.002181205232869
random,16,0.01,10000,2,0.9961981559541134,0.9788107489346235,1.0047472135478386
random,16,0.01,10000,3,1.0020785291288876,0.983888671357404,1.0099340228032085
random,16,0.01,10000,4,0.9979350390324475,0.9819428169628728,1.0068218948404482
lightweight,16,0.05,50000,0,1.0016683465666407,0.9994739704501664,1.0005159132029926
lightweight,16,0.05,50000,1,0.9929569282169463,0.9911670481032167,1.002625292889605
lightweight,16,0.05,50000,2,1.0042681999430771,1.005507652754179,1.0018744198576095
lightweight,16,0.05,50000,3,1.0057048325667866,1.0017702929729777,1.0021255144687282
lightweight,16,0.05,50000,4,0.9978732742811361,0.9902744284224391,1.0015820464565985
random,16,0.05,50000,0,1.000614799157896,0.9956105818067357,1.0008854607882092
random,16,0.05,50000,1,1.0090498957443788,1.0007191438598917,1.0017255450662952
random,16,0.05,50000,2,0.9930855460248507,0.9913458507375531,1.0019926203997278
random,16,0.05,50000,3,1.006127394606047,0.9970724074097282,1.0047021633679176
random,16,0.05,50000,4,0.9969655270007715,0.9962904182669289,1.0009375109022962
lightweight,16,0.1,100000,0,0.999572258530647,0.99971178767166,1.0008159259598315
lightweight,16,0.1,100000,1,0.9901527262541778,0.9916644353486607,1.000630241154582
lightweight,16,0.1,100000,2,1.0017658208333882,0.9988920837294076,1.002693611002659
lightweight,16,0.1,100000,3,1.0038323544948888,0.9990107156737458,1.0015498189415883
lightweight,16,0.1,100000,4,1.0011649993214429,1.0021193270329316,1.0024725996338826
random,16,0.1,100000,0,0.9989112242661528,0.9974316516365869,1.0009923505498257
random,16,0.1,100000,1,1.0051596104399028,1.0002902185984786,1.0024020015634918
random,16,0.1,100000,2,0.9961717048338835,0.995602048861552,1.0014488545115283
random,16,0.1,100000,3,1.0003103394490964,0.9961141121277177,1.0004087052307118
random,16,0.1,100000,4,1.0005398710187625,1.0006189348390493,1.0006007885673607
lightweight,16,0.25,250000,0,0.9979678159573889,0.9968696887987705,1.000711867076073
lightweight,16,0.25,250000,1,0.9973499221668993,0.9966780044103727,1.000528831970459
lightweight,16,0.25,250000,2,0.9999258510551583,0.9988683856010938,1.0005121104911934
lightweight,16,0.25,250000,3,1.0012153450143322,1.0005098138386177,1.0001264138298533
lightweight,16,0.25,250000,4,1.00204503950854,0.9991334081655303,1.001291229807005
random,16,0.25,250000,0,1.0002875498229014,1.0001952580701485,1.0002093927891256
random,16,0.25,250000,1,1.001749853762743,1.0003045577242315,1.0014562637630735
random,16,0.25,250000,2,0.9974962229605129,0.9974096871340087,1.0002518249353676
random,16,0.25,250000,3,1.000325361965404,0.9990047997601879,1.0006802349576362
random,16,0.25,250000,4,0.9991564209114344,0.9989759236165818,1.0005751445687086
lightweight,16,0.5,500000,0,0.9997663236659315,0.9991053249519535,1.0006655556754491
lightweight,16,0.5,500000,1,0.9984978450899199,0.9983367851453092,1.0011959791287806
lightweight,16,0.5,500000,2,0.9981104369084967,0.9984140500305517,1.0007110593704314
lightweight,16,0.5,500000,3,0.9989252792465233,0.9986589992780127,1.000275501931786
lightweight,16,0.5,500000,4,1.0007716487462157,0.9996742055986121,1.0000074060587265
random,16,0.5,500000,0,0.999945289272581,1.0003777035233068,1.0006303892612578
random,16,0.5,500000,1,1.0003233546267933,0.9998421357253514,1.0010585070553666
random,16,0.5,500000,2,0.9988200385547331,0.9978113201590536,1.0007822253804717
random,16,0.5,500000,3,1.0008880928028423,1.0001813395599357,1.0006406684925335
random,16,0.5,500000,4,0.9983278757695239,0.9981620138062124,0.9999796795877574
lightweight,32,0.0025,2500,0,1.0074911970882572,0.9261899177392453,1.0432219145357868
lightweight,32,0.0025,2500,1,0.9864174707990209,0.8866646777746022,1.0336499458356536
lightweight,32,0.0025,2500,2,1.0303194970703056,0.9486294825027697,1.0314831959134805
lightweight,32,0.0025,2500,3,1.012246737309964,0.8964810212232159,1.0427126460031373
lightweight,32,0.0025,2500,4,0.9684658313422269,0.9045259517442245,1.0276052962386828
random,32,0.0025,2500,0,0.9740378973573134,0.9044304235875705,1.0252672745365998
random,32,0.0025,2500,1,0.970580234099477,0.9103683221609179,1.0201650286961728
random,32,0.0025,2500,2,0.9863564591588937,0.9167785268024264,1.0210845390983674
random,32,0.0025,2500,3,1.0072324375337436,0.9374572120354194,1.029370394573827
random,32,0.0025,2500,4,0.991782106201558,0.9126360175203831,1.0367716463505199
lightweight,32,0.005,5000,0,1.002686478808463,0.9593801946735391,1.0123016378305667
lightweight,32,0.005,5000,1,0.9960172152318278,0.9288593184764692,1.0211866006098793
lightweight,32,0.005,5000,2,1.0077880601995737,0.9492674662952993,1.0272582891003488
lightweight,32,0.005,5000,3,1.0077173793522052,0.9625380496713082,1.0232082091979413
lightweight,32,0.005,5000,4,0.9893616889050171,0.9438498993417437,1.0126813798725054
random,32,0.005,5000,0,0.9828491749310379,0.9353219602868814,1.0177698732996785
random,32,0.005,5000,1,0.9922247156931334,0.9474883031243244,1.0139520515155231
random,32,0.005,5000,2,0.9933253734315168,0.9421264688901855,1.0161514554240165
random,32,0.005,5000,3,1.0036312455326764,0.9536084632429507,1.0205623294700494
random,32,0.005,5000,4,0.9935057248277929,0.9399282230231626,1.0208565620476486
lightweight,32,0.01,10000,0,1.0045341744470633,0.9906433212689206,1.0072264724168294
lightweight,32,0.01,10000,1,1.0042076660223302,0.9756603759654371,1.0080407102995776
lightweight,32,0.01,10000,2,1.0173311100684175,0.9883500381626092,1.0137917768408513
lightweight,32,0.01,10000,3,1.0013722107287446,0.9771970766006215,1.0183426356190954
lightweight,32,0.01,10000,4,1.0050305995872724,0.9721027515538744,1.0095573091930468
random,32,0.01,10000,0,0.9903962305548204,0.9660744178092784,1.0111024938636786
random,32,0.01,10000,1,0.9886457287134082,0.9673620062335605,1.007672600312234
random,32,0.01,10000,2,0.995360320466355,0.9693437746697553,1.0067385307598138
random,32,0.01,10000,3,0.9984104858767652,0.9833397950872005,1.0051106389153257
random,32,0.01,10000,4,0.9955847099036481,0.9616492124217032,1.0113296657837565
lightweight,32,0.05,50000,0,1.0006841963555708,0.9906554687361946,1.006469675176468
lightweight,32,0.05,50000,1,0.998412602324596,0.9893615541736005,1.0067453064394203
lightweight,32,0.05,50000,2,1.0051665493318416,0.9983521640107123,1.0039854872340548
lightweight,32,0.05,50000,3,1.0004717940934662,0.9950416990112106,1.0011584170561845
lightweight,32,0.05,50000,4,0.9966620621843171,0.9909347742792163,1.0040209281661
random,32,0.05,50000,0,1.0038605871700415,0.992705106737065,0.9982044619593888
random,32,0.05,50000,1,1.0072055871283256,0.9977547951432588,1.0058044653724116
random,32,0.05,50000,2,0.9946985315426964,0.9905081098199677,0.9978672434849201
random,32,0.05,50000,3,1.000590495716878,0.9905044421143037,1.001465963105025
random,32,0.05,50000,4,0.9943983785424807,0.9900976180439367,1.0015649620691018
lightweight,32,0.1,100000,0,0.9993034975752056,0.9993609225440502,1.002327435409543
lightweight,32,0.1,100000,1,0.9944958196033973,0.9898314702649949,0.99838803206707
lightweight,32,0.1,100000,2,1.0030678180612165,0.9958148674507644,0.9993314954005101
lightweight,32,0.1,100000,3,1.0001319885772002,0.9963585491977796,1.0006874501448428
lightweight,32,0.1,100000,4,0.99732993969703,0.9945753348982844,0.9978794539473993
random,32,0.1,100000,0,0.9988882508244686,0.9942754181989608,0.9990204228365617
random,32,0.1,100000,1,1.003512880493986,0.9985127487173041,1.0000757704169212
random,32,0.1,100000,2,0.999431551476473,0.9961099089827564,1.001491760171984
random,32,0.1,100000,3,0.9969337308139152,0.991366589528015,1.0018305647141643
random,32,0.1,100000,4,1.0016198451052676,0.9995728506329813,0.9994927360850518
lightweight,32,0.25,250000,0,0.9971588314037556,0.9970282639453494,0.9991432386717046
lightweight,32,0.25,250000,1,0.997481953046147,0.9939240957366288,1.0025499084844605
lightweight,32,0.25,250000,2,1.0015723620388473,0.999441994042401,1.0050313240223006
lightweight,32,0.25,250000,3,1.0002437855973272,0.9999722657223173,1.0003720854563733
lightweight,32,0.25,250000,4,0.9989705667259581,0.9999631210120011,0.9989882171042332
random,32,0.25,250000,0,1.0000025320688977,0.9980427645306731,1.0052903838546656
random,32,0.25,250000,1,1.0012387884496152,1.0013365491583082,0.9998608149746215
