algo,k,frac,m,seed,center_idx,R,G,B
random,2,0.0025,1530.0,2.0,0,78.23062381852549,116.30340264650282,187.17863894139884
random,2,0.0025,1530.0,2.0,1,212.8622881355933,220.05508474576277,226.77118644067798
random,2,0.0025,1530.0,3.0,0,73.5257032007759,112.12706110572253,187.8826382153249
random,2,0.0025,1530.0,3.0,1,210.991983967936,218.56312625250507,218.69939879759522
random,2,0.0025,1530.0,4.0,0,75.93034351145033,114.6736641221374,190.168893129771
random,2,0.0025,1530.0,4.0,1,210.4771784232366,216.01452282157683,213.39834024896265
lightweight,2,0.005,3059.0,0.0,0,75.645500534803,114.55724350964091,189.15621705719067
lightweight,2,0.005,3059.0,0.0,1,215.211148159797,219.42243841635513,215.31409258543843
lightweight,2,0.005,3059.0,1.0,0,210.40595535206967,215.8435257819857,219.50813033444012
lightweight,2,0.005,3059.0,1.0,1,76.06002502818501,113.83036834156702,188.4683814324638
lightweight,2,0.005,3059.0,2.0,0,75.0712171358742,114.84736724786998,189.49025399249507
lightweight,2,0.005,3059.0,2.0,1,210.19118444636027,216.9895647985607,219.41377939894704
lightweight,2,0.005,3059.0,3.0,0,75.97556421934887,114.38582272712836,188.61619494196566
lightweight,2,0.005,3059.0,3.0,1,211.75129599928363,217.6241320723579,215.88264474732753
lightweight,2,0.005,3059.0,4.0,0,75.81324693464478,112.88431569071807,189.00422194815673
lightweight,2,0.005,3059.0,4.0,1,211.2118464877533,216.83325554253292,216.39953743159154
random,2,0.005,3059.0,0.0,0,77.20990566037736,113.7952830188679,190.04811320754717
random,2,0.005,3059.0,0.0,1,209.06070287539936,215.32268370607028,217.0010649627263
random,2,0.005,3059.0,1.0,0,78.10163934426231,115.46744730679157,188.73817330210773
random,2,0.005,3059.0,1.0,1,211.23809523809524,217.60714285714283,222.70670995670997
random,2,0.005,3059.0,2.0,0,76.57388809182208,115.23816355810618,188.39072214251553
random,2,0.005,3059.0,2.0,1,212.2221074380165,218.07128099173553,219.4349173553719
random,2,0.005,3059.0,3.0,0,75.28127984718242,113.72445081184337,188.97994269340975
random,2,0.005,3059.0,3.0,1,210.91088082901553,217.1616580310881,216.45284974093263
random,2,0.005,3059.0,4.0,0,211.6795407098121,217.41440501043843,216.3329853862213
random,2,0.005,3059.0,4.0,1,77.03284150404569,114.35792479771536,189.5073774393146
lightweight,2,0.01,6118.0,0.0,0,76.09819939683513,114.56563811282534,189.71682501189377
lightweight,2,0.01,6118.0,0.0,1,214.67047590712394,219.44262724062185,216.8397617499343
lightweight,2,0.01,6118.0,1.0,0,211.1132791291509,216.38081959533665,218.12297719738515
lightweight,2,0.01,6118.0,1.0,1,76.4898491977768,113.97007331104155,188.877505059812
lightweight,2,0.01,6118.0,2.0,0,76.04177357637964,114.6325044276708,188.9680975962784
lightweight,2,0.01,6118.0,2.0,1,210.06594145607204,216.82824035683888,219.10808027368802
lightweight,2,0.01,6118.0,3.0,0,212.23687386621472,218.11248018520618,217.9919162554436
lightweight,2,0.01,6118.0,3.0,1,76.19609394936288,114.61771000421001,188.66818413949252
lightweight,2,0.01,6118.0,4.0,0,212.3367282692305,217.93136447893176,218.58929044183978
lightweight,2,0.01,6118.0,4.0,1,76.28813452081306,113.61554766215919,189.432956772571
random,2,0.01,6118.0,0.0,0,211.27197087883513,217.56578263130524,218.597503900156
random,2,0.01,6118.0,0.0,1,77.46221692491062,113.87389749702027,189.5740166865316
random,2,0.01,6118.0,1.0,0,76.79157795126567,114.68677549089189,189.96877217885026
random,2,0.01,6118.0,1.0,1,211.9640401903755,217.73611845584347,219.28820729772607
random,2,0.01,6118.0,2.0,0,75.84021972772868,114.0016718414139,188.56747074277527
random,2,0.01,6118.0,2.0,1,211.4432936302434,217.70481615743137,220.05489383738995
random,2,0.01,6118.0,3.0,0,76.30023980815346,114.60599520383693,188.96498800959233
random,2,0.01,6118.0,3.0,1,211.71765913757702,217.97843942505133,216.6488706365503
random,2,0.01,6118.0,4.0,0,76.83700335088557,114.3410722833892,189.78362853039732
random,2,0.01,6118.0,4.0,1,211.72886597938142,217.41701030927834,216.37680412371134
lightweight,2,0.05,30590.0,0.0,0,212.0853224109145,217.93816148618131,218.33104405284666
lightweight,2,0.05,30590.0,0.0,1,75.88749823030321,114.08849880631297,189.1363888516396
lightweight,2,0.05,30590.0,1.0,0,76.16515674657873,114.37010676472883,189.28733209205382
lightweight,2,0.05,30590.0,1.0,1,212.55680905104202,218.13755354375223,218.0574466395163
lightweight,2,0.05,30590.0,2.0,0,76.69907979039706,114.22817158965536,188.5852662657594
lightweight,2,0.05,30590.0,2.0,1,211.56393394874297,217.75881792405642,218.855149399384
lightweight,2,0.05,30590.0,3.0,0,76.37479798407588,114.34165562477517,189.16726311275823
lightweight,2,0.05,30590.0,3.0,1,212.4556063988856,218.2010726109954,218.27996514068576
lightweight,2,0.05,30590.0,4.0,0,76.54604579506565,114.22855699908722,188.94466166208142
lightweight,2,0.05,30590.0,4.0,1,211.66626574387038,217.8291203756141,219.37458432878128
random,2,0.05,30590.0,0.0,0,211.85632483081736,218.16418532014586,219.09880270692352
random,2,0.05,30590.0,0.0,1,76.81458184417451,114.62444603288073,188.952728139147
random,2,0.05,30590.0,1.0,0,212.5699536451748,218.38579856721464,218.25842815002105
random,2,0.05,30590.0,1.0,1,76.34306569343053,114.2703573798465,189.5698644421272
random,2,0.05,30590.0,2.0,0,76.53464870067361,114.34860442733398,188.2665062560154
random,2,0.05,30590.0,2.0,1,211.94454638124355,217.81896024464834,218.81743119266054
random,2,0.05,30590.0,3.0,0,76.65273004963724,114.45632875143187,188.8806796487209
random,2,0.05,30590.0,3.0,1,212.21342602199616,218.1833367918655,218.1469184478108
random,2,0.05,30590.0,4.0,0,76.40197393637413,114.23893254120364,189.12753928708318
random,2,0.05,30590.0,4.0,1,212.26970570076142,218.16032105371485,218.42344103725046
