algo,k,frac,m,seed,center_idx,Lon,Lat
random,16,0.1,74226.0,0.0,1,-73.94209790356395,40.8160857442348
random,16,0.1,74226.0,0.0,2,-73.96283915456874,40.67902553373185
random,16,0.1,74226.0,0.0,3,-73.87025004789272,40.768560680076625
random,16,0.1,74226.0,0.0,4,-73.95609882446702,40.77419986052998
random,16,0.1,74226.0,0.0,5,-74.01151526666666,40.71174788888889
random,16,0.1,74226.0,0.0,6,-73.92189431913116,40.69317067669173
random,16,0.1,74226.0,0.0,7,-73.98785459279038,40.761917543391185
random,16,0.1,74226.0,0.0,8,-74.00553272200771,40.74198774131274
random,16,0.1,74226.0,0.0,9,-73.95421905185185,40.71758601481481
random,16,0.1,74226.0,0.0,10,-73.98679320434167,40.72633350637093
random,16,0.1,74226.0,0.0,11,-73.92417393162393,40.75689666666667
random,16,0.1,74226.0,0.0,12,-73.97587091592618,40.78634832535885
random,16,0.1,74226.0,0.0,13,-73.99117258225324,40.6852704885344
random,16,0.1,74226.0,0.0,14,-74.00141097359736,40.724804139163915
random,16,0.1,74226.0,0.0,15,-73.97301842181051,40.75760211193242
random,16,0.1,74226.0,1.0,0,-73.94372710154674,40.815625151311366
random,16,0.1,74226.0,1.0,1,-73.98722831362788,40.726271079651525
random,16,0.1,74226.0,1.0,2,-73.95634324378914,40.773979398101396
random,16,0.1,74226.0,1.0,3,-73.87075880114178,40.76853601332065
random,16,0.1,74226.0,1.0,4,-74.011569154898,40.711595247702306
random,16,0.1,74226.0,1.0,5,-73.98853787379792,40.76113547622184
random,16,0.1,74226.0,1.0,6,-73.958024375,40.67967005208333
random,16,0.1,74226.0,1.0,7,-74.00534121163166,40.741797156704365
random,16,0.1,74226.0,1.0,8,-73.95433485975958,40.717936691471095
random,16,0.1,74226.0,1.0,9,-73.98912535211268,40.68366919014085
random,16,0.1,74226.0,1.0,10,-73.97318810489577,40.757781539477406
random,16,0.1,74226.0,1.0,11,-73.92291851179674,40.75825480943739
random,16,0.1,74226.0,1.0,12,-73.98725555678182,40.74409477982562
random,16,0.1,74226.0,1.0,13,-73.97667986000636,40.785248934139354
random,16,0.1,74226.0,1.0,14,-73.91883661844484,40.695458318264016
random,16,0.1,74226.0,1.0,15,-74.0015440328645,40.724566592396606
random,16,0.1,74226.0,2.0,0,-73.95609098327213,40.773931374949
random,16,0.1,74226.0,2.0,1,-73.98667756513348,40.72634015760695
random,16,0.1,74226.0,2.0,2,-73.96036386321627,40.679070933456565
random,16,0.1,74226.0,2.0,3,-73.9731775862069,40.75755459770115
random,16,0.1,74226.0,2.0,4,-73.92421550044287,40.757486093888396
random,16,0.1,74226.0,2.0,5,-73.87082688953488,40.76897902131783
random,16,0.1,74226.0,2.0,6,-74.01139602808865,40.7116936581084
random,16,0.1,74226.0,2.0,7,-73.98827705095283,40.76127256385998
random,16,0.1,74226.0,2.0,8,-73.9902925925926,40.68508053986189
random,16,0.1,74226.0,2.0,9,-73.95408175020769,40.7175763777347
random,16,0.1,74226.0,2.0,10,-73.97646772030652,40.78534862707535
random,16,0.1,74226.0,2.0,11,-74.00540056233933,40.741825385604116
random,16,0.1,74226.0,2.0,12,-73.98758211337369,40.74420658227848
random,16,0.1,74226.0,2.0,13,-73.94266887686062,40.81577043301759
random,16,0.1,74226.0,2.0,14,-74.00123937414966,40.72466853061224
random,16,0.1,74226.0,2.0,15,-73.9189298292902,40.6947832884097
random,16,0.1,74226.0,3.0,0,-73.98686938971649,40.72626325484543
random,16,0.1,74226.0,3.0,1,-73.9562253439681,40.773826440677965
random,16,0.1,74226.0,3.0,2,-73.87043112582782,40.768499432355725
random,16,0.1,74226.0,3.0,3,-74.00138775759218,40.724956724511934
random,16,0.1,74226.0,3.0,4,-73.91834852941176,40.694664889705884
random,16,0.1,74226.0,3.0,5,-73.98841486700026,40.761265617592834
random,16,0.1,74226.0,3.0,6,-73.98960351586808,40.68420799626634
random,16,0.1,74226.0,3.0,7,-74.01154842011572,40.71173222073876
random,16,0.1,74226.0,3.0,8,-73.94405064059339,40.81513688469319
random,16,0.1,74226.0,3.0,9,-73.97324135302524,40.757732882324916
random,16,0.1,74226.0,3.0,10,-73.95418146162528,40.717588290067724
random,16,0.1,74226.0,3.0,11,-74.00542619087138,40.74213019087137
random,16,0.1,74226.0,3.0,12,-73.98745150021901,40.744084658344285
random,16,0.1,74226.0,3.0,13,-73.96003926436782,40.68006965517242
random,16,0.1,74226.0,3.0,14,-73.9767361695138,40.784841754270694
random,16,0.1,74226.0,3.0,15,-73.92340798319327,40.75740378151261
random,16,0.1,74226.0,4.0,0,-74.00510770259427,40.73960102968708
random,16,0.1,74226.0,4.0,1,-73.8711688226377,40.77285598787266
random,16,0.1,74226.0,4.0,2,-73.97657948084054,40.785119499381956
random,16,0.1,74226.0,4.0,3,-73.95444588064046,40.71784052401747
random,16,0.1,74226.0,4.0,4,-74.00946672708051,40.71511377435433
random,16,0.1,74226.0,4.0,5,-73.97335776874019,40.757659950087806
random,16,0.1,74226.0,4.0,6,-73.96309406817176,40.679268880035416
random,16,0.1,74226.0,4.0,7,-73.92583695111847,40.6938
random,16,0.1,74226.0,4.0,8,-73.98686297068834,40.74247181908003
random,16,0.1,74226.0,4.0,9,-73.95621187762447,40.773917556488705
random,16,0.1,74226.0,4.0,10,-73.94309945945946,40.8162925
random,16,0.1,74226.0,4.0,11,-73.9252440257353,40.75731838235294
random,16,0.1,74226.0,4.0,12,-73.99164419901585,40.72485912520503
random,16,0.1,74226.0,4.0,13,-73.87212777777778,40.722225308641974
random,16,0.1,74226.0,4.0,14,-73.99094225352113,40.685135144198526
random,16,0.1,74226.0,4.0,15,-73.9889946297904,40.759892707428996
lightweight,16,0.25,185566.0,0.0,0,-73.98728612197584,40.74374062558994
lightweight,16,0.25,185566.0,0.0,1,-73.87063669196537,40.768768341005185
lightweight,16,0.25,185566.0,0.0,2,-73.98991231945347,40.68415493326868
lightweight,16,0.25,185566.0,0.0,3,-73.98709568483306,40.725792235930015
lightweight,16,0.25,185566.0,0.0,4,-73.94294653813397,40.81535657348077
lightweight,16,0.25,185566.0,0.0,5,-73.95589872386616,40.77436355099235
lightweight,16,0.25,185566.0,0.0,6,-73.91915680588696,40.69444158192747
lightweight,16,0.25,185566.0,0.0,7,-73.92319298831,40.75744120172631
lightweight,16,0.25,185566.0,0.0,8,-74.00158061844172,40.72563489513071
lightweight,16,0.25,185566.0,0.0,9,-73.98796275628031,40.761092799000096
lightweight,16,0.25,185566.0,0.0,10,-73.97648439083508,40.785537669396426
lightweight,16,0.25,185566.0,0.0,11,-73.9541965933073,40.71743609171541
lightweight,16,0.25,185566.0,0.0,12,-73.9602937252968,40.67985143805452
lightweight,16,0.25,185566.0,0.0,13,-74.005268499208,40.74294711063963
lightweight,16,0.25,185566.0,0.0,14,-73.97293803994012,40.757821987586404
lightweight,16,0.25,185566.0,0.0,15,-74.01143215210955,40.71195107635861
lightweight,16,0.25,185566.0,1.0,0,-73.97646996525053,40.785276727038834
lightweight,16,0.25,185566.0,1.0,1,-73.98724700641893,40.72613951455471
lightweight,16,0.25,185566.0,1.0,2,-73.98821748175509,40.761159793264724
lightweight,16,0.25,185566.0,1.0,3,-73.87058929126277,40.76886842535652
lightweight,16,0.25,185566.0,1.0,4,-74.00173089854728,40.72460900217453
lightweight,16,0.25,185566.0,1.0,5,-73.95929623852298,40.67971679764095
lightweight,16,0.25,185566.0,1.0,6,-73.9541330444645,40.71781621510733
lightweight,16,0.25,185566.0,1.0,7,-74.00524464740441,40.74193660909459
lightweight,16,0.25,185566.0,1.0,8,-73.94318956611835,40.815623339119725
lightweight,16,0.25,185566.0,1.0,9,-73.95600152774557,40.77421375522608
lightweight,16,0.25,185566.0,1.0,10,-74.01166782285266,40.71162496370473
lightweight,16,0.25,185566.0,1.0,11,-73.92316075403052,40.757433729308715
lightweight,16,0.25,185566.0,1.0,12,-73.98964417604374,40.68381710931725
lightweight,16,0.25,185566.0,1.0,13,-73.98748836803411,40.74406894675806
lightweight,16,0.25,185566.0,1.0,14,-73.97302462309214,40.75781009825614
lightweight,16,0.25,185566.0,1.0,15,-73.9187908002357,40.69456832750132
lightweight,16,0.25,185566.0,2.0,0,-73.98691094815757,40.726110904984196
lightweight,16,0.25,185566.0,2.0,1,-73.97652254089918,40.78520447264597
lightweight,16,0.25,185566.0,2.0,2,-73.87053649135525,40.76870497673814
lightweight,16,0.25,185566.0,2.0,3,-73.99089030643697,40.68499288822008
lightweight,16,0.25,185566.0,2.0,4,-73.9622390925695,40.67917189337069
lightweight,16,0.25,185566.0,2.0,5,-73.98791670651741,40.761267232080385
lightweight,16,0.25,185566.0,2.0,6,-73.95447556890475,40.71763153968694
lightweight,16,0.25,185566.0,2.0,7,-73.9429616589769,40.81568175837327
lightweight,16,0.25,185566.0,2.0,8,-74.00156740026311,40.72501319748491
lightweight,16,0.25,185566.0,2.0,9,-73.92327045671328,40.757435325717786
lightweight,16,0.25,185566.0,2.0,10,-73.92072644881087,40.694054748638486
lightweight,16,0.25,185566.0,2.0,11,-74.0053243484968,40.7422763187314
lightweight,16,0.25,185566.0,2.0,12,-73.955959672017,40.77441368894803
lightweight,16,0.25,185566.0,2.0,13,-74.01158846511007,40.711718260614504
lightweight,16,0.25,185566.0,2.0,14,-73.9728063150984,40.75774587174765
lightweight,16,0.25,185566.0,2.0,15,-73.98761280820277,40.7440890217285
lightweight,16,0.25,185566.0,3.0,0,-74.00517406612104,40.74220220300188
lightweight,16,0.25,185566.0,3.0,1,-73.95595344056728,40.77435717601394
lightweight,16,0.25,185566.0,3.0,2,-73.95887013283777,40.67983984428619
lightweight,16,0.25,185566.0,3.0,3,-73.97293094127993,40.75809710814848
lightweight,16,0.25,185566.0,3.0,4,-73.87065324837523,40.76874435885767
lightweight,16,0.25,185566.0,3.0,5,-74.01164768735838,40.71179253763296
lightweight,16,0.25,185566.0,3.0,6,-73.98712393104302,40.72623522035032
lightweight,16,0.25,185566.0,3.0,7,-73.95433579354258,40.71797611242118
lightweight,16,0.25,185566.0,3.0,8,-73.98919797877602,40.68414555827438
lightweight,16,0.25,185566.0,3.0,9,-73.98829630735233,40.76085742718661
lightweight,16,0.25,185566.0,3.0,10,-73.94299769602601,40.815389984249634
lightweight,16,0.25,185566.0,3.0,11,-74.0016957244692,40.72488480269479
lightweight,16,0.25,185566.0,3.0,12,-73.92352632745241,40.756939838035045
lightweight,16,0.25,185566.0,3.0,13,-73.98703066876212,40.74408783864933
lightweight,16,0.25,185566.0,3.0,14,-73.97664966374715,40.7850678997693
lightweight,16,0.25,185566.0,3.0,15,-73.91949235401654,40.69484878896005
lightweight,16,0.25,185566.0,4.0,0,-73.97289612131468,40.75746478667728
lightweight,16,0.25,185566.0,4.0,1,-74.00154686397667,40.72547282721747
lightweight,16,0.25,185566.0,4.0,2,-73.87063426746408,40.76877790664037
lightweight,16,0.25,185566.0,4.0,3,-73.98797388487867,40.74391895528448
lightweight,16,0.25,185566.0,4.0,4,-73.96029432998603,40.679832967852796
lightweight,16,0.25,185566.0,4.0,5,-73.95606805370112,40.774169188160215
lightweight,16,0.25,185566.0,4.0,6,-73.95432494217012,40.7176042005308
lightweight,16,0.25,185566.0,4.0,7,-73.99001035484999,40.68420284065776
lightweight,16,0.25,185566.0,4.0,8,-73.97650439562221,40.78543056760213
lightweight,16,0.25,185566.0,4.0,9,-73.91938803000055,40.69425100262784
lightweight,16,0.25,185566.0,4.0,10,-73.98762920321992,40.76129325343664
lightweight,16,0.25,185566.0,4.0,11,-74.01136976953221,40.71184388799231
lightweight,16,0.25,185566.0,4.0,12,-73.94300058228171,40.81565590390688
lightweight,16,0.25,185566.0,4.0,13,-74.00554132023342,40.742892769671776
lightweight,16,0.25,185566.0,4.0,14,-73.98676598068482,40.72604472079446
lightweight,16,0.25,185566.0,4.0,15,-73.92353500108577,40.75728272989579
random,16,0.25,185566.0,0.0,0,-73.99039295491649,40.68463206078111
random,16,0.25,185566.0,0.0,1,-73.98823645771573,40.76128251495715
random,16,0.25,185566.0,0.0,2,-73.87058754774637,40.768673510313214
random,16,0.25,185566.0,0.0,3,-73.98689066096472,40.72623733098547
random,16,0.25,185566.0,0.0,4,-73.95426373118407,40.7177361739955
random,16,0.25,185566.0,0.0,5,-74.00153777874945,40.7249911456056
random,16,0.25,185566.0,0.0,6,-73.95606329032775,40.774170558538344
random,16,0.25,185566.0,0.0,7,-74.0053993044163,40.742102710151585
random,16,0.25,185566.0,0.0,8,-73.96137577449568,40.67968650936599
random,16,0.25,185566.0,0.0,9,-73.94287622489959,40.81595876840696
random,16,0.25,185566.0,0.0,10,-73.98760009153119,40.7441959072484
random,16,0.25,185566.0,0.0,11,-73.97655616012437,40.785333203782876
random,16,0.25,185566.0,0.0,12,-73.92360342679127,40.75724762893735
random,16,0.25,185566.0,0.0,13,-73.97310139131095,40.75772663583289
random,16,0.25,185566.0,0.0,14,-74.01152085084034,40.711672400210084
random,16,0.25,185566.0,0.0,15,-73.92056973777463,40.69402150956768
random,16,0.25,185566.0,1.0,0,-73.91992204615914,40.69441277988288
random,16,0.25,185566.0,1.0,1,-74.00517224479431,40.741923000253934
random,16,0.25,185566.0,1.0,2,-73.95604006676437,40.77419499267221
random,16,0.25,185566.0,1.0,3,-73.87086490919742,40.76868592071861
random,16,0.25,185566.0,1.0,4,-73.98811676898222,40.76160502423264
random,16,0.25,185566.0,1.0,5,-74.0116239346839,40.711907762836184
random,16,0.25,185566.0,1.0,6,-73.99026715686274,40.68437751382604
random,16,0.25,185566.0,1.0,7,-73.9543771324651,40.71765925143729
random,16,0.25,185566.0,1.0,8,-74.00114120197257,40.72460230314854
random,16,0.25,185566.0,1.0,9,-73.97639657418263,40.785490386869874
random,16,0.25,185566.0,1.0,10,-73.98731424027191,40.74449220881084
random,16,0.25,185566.0,1.0,11,-73.94327597809077,40.81604590505999
random,16,0.25,185566.0,1.0,12,-73.97302086435865,40.75781776310739
random,16,0.25,185566.0,1.0,13,-73.92358002769124,40.75743748701973
random,16,0.25,185566.0,1.0,14,-73.96042760511882,40.67951213893967
random,16,0.25,185566.0,1.0,15,-73.9867500797143,40.72658169121867
random,16,0.25,185566.0,2.0,0,-73.92022690763052,40.694430555555556
random,16,0.25,185566.0,2.0,1,-73.9883577757923,40.76101781678667
random,16,0.25,185566.0,2.0,2,-74.00131566993464,40.725005190631805
random,16,0.25,185566.0,2.0,3,-73.95598566690933,40.77417501415514
random,16,0.25,185566.0,2.0,4,-73.87069717106512,40.76867271691665
random,16,0.25,185566.0,2.0,5,-73.97312756073414,40.75772870306907
random,16,0.25,185566.0,2.0,6,-73.96211914344686,40.67918796009632
random,16,0.25,185566.0,2.0,7,-73.94303635879692,40.81567309023157
random,16,0.25,185566.0,2.0,8,-73.98745966739607,40.74384748796499
random,16,0.25,185566.0,2.0,9,-73.99093617161716,40.68508998019802
random,16,0.25,185566.0,2.0,10,-73.95417402386745,40.71763619511065
random,16,0.25,185566.0,2.0,11,-74.00546275611369,40.74211108393919
random,16,0.25,185566.0,2.0,12,-73.92387398803238,40.75720485744456
random,16,0.25,185566.0,2.0,13,-74.0115276158998,40.71185968513525
random,16,0.25,185566.0,2.0,14,-73.9765680020284,40.78524287525355
random,16,0.25,185566.0,2.0,15,-73.98680322538522,40.72600672499347
random,16,0.25,185566.0,3.0,0,-73.9542770867052,40.71776649710983
random,16,0.25,185566.0,3.0,1,-73.97324240513498,40.75774187275817
random,16,0.25,185566.0,3.0,2,-74.00146267666415,40.72535828568346
random,16,0.25,185566.0,3.0,3,-73.8705192152337,40.76844375841508
random,16,0.25,185566.0,3.0,4,-73.95610334432028,40.77406355816384
random,16,0.25,185566.0,3.0,5,-73.9869490684877,40.72556653848704
random,16,0.25,185566.0,3.0,6,-74.00559211544991,40.7423723803056
random,16,0.25,185566.0,3.0,7,-73.95888914563106,40.67999452427185
random,16,0.25,185566.0,3.0,8,-73.94326529569892,40.81538892473118
random,16,0.25,185566.0,3.0,9,-73.92362008471585,40.75730292975644
random,16,0.25,185566.0,3.0,10,-74.0113621803614,40.71182078929424
random,16,0.25,185566.0,3.0,11,-73.91912584593233,40.69480161987041
random,16,0.25,185566.0,3.0,12,-73.98739734870576,40.74323942846889
random,16,0.25,185566.0,3.0,13,-73.98927105358219,40.68400838049368
random,16,0.25,185566.0,3.0,14,-73.97668262370541,40.7850085155351
random,16,0.25,185566.0,3.0,15,-73.98849480244235,40.76049248624918
random,16,0.25,185566.0,4.0,0,-73.98844002491064,40.76108185855085
random,16,0.25,185566.0,4.0,1,-73.91948478873239,40.69499598591549
random,16,0.25,185566.0,4.0,2,-73.92373512455517,40.75715174377224
random,16,0.25,185566.0,4.0,3,-73.96049314743941,40.679655385456535
random,16,0.25,185566.0,4.0,4,-74.00141917587605,40.72456251457766
random,16,0.25,185566.0,4.0,5,-73.87055946047916,40.76869413318242
random,16,0.25,185566.0,4.0,6,-73.95600747550012,40.774141362274236
random,16,0.25,185566.0,4.0,7,-73.95429143973479,40.717800520956665
random,16,0.25,185566.0,4.0,8,-73.94279784530387,40.81588019337016
random,16,0.25,185566.0,4.0,9,-73.97305558549455,40.757852479323375
random,16,0.25,185566.0,4.0,10,-73.97647008590845,40.785353814591616
random,16,0.25,185566.0,4.0,11,-73.9872750885943,40.7442203045019
random,16,0.25,185566.0,4.0,12,-74.0116323180593,40.711681617250676
random,16,0.25,185566.0,4.0,13,-73.99018192111959,40.684411043257
random,16,0.25,185566.0,4.0,14,-74.00509051913082,40.74166522011397
random,16,0.25,185566.0,4.0,15,-73.98696965924809,40.72632254495159
lightweight,16,0.5,371132.0,0.0,0,-74.00542053679962,40.74291069753636
lightweight,16,0.5,371132.0,0.0,1,-73.97298931293932,40.757821927810205
lightweight,16,0.5,371132.0,0.0,2,-73.92080833880206,40.69414741982443
lightweight,16,0.5,371132.0,0.0,3,-73.87061681235676,40.7687168335994
lightweight,16,0.5,371132.0,0.0,4,-73.98688839152571,40.725993754612624
lightweight,16,0.5,371132.0,0.0,5,-74.0114123742423,40.7120448468934
lightweight,16,0.5,371132.0,0.0,6,-73.99098465663623,40.68504464107964
lightweight,16,0.5,371132.0,0.0,7,-73.95434315606691,40.71760823252745
lightweight,16,0.5,371132.0,0.0,8,-73.95594187149673,40.77434638897346
lightweight,16,0.5,371132.0,0.0,9,-73.94286224359367,40.81556422635797
lightweight,16,0.5,371132.0,0.0,10,-73.98744746007527,40.74404404148126
lightweight,16,0.5,371132.0,0.0,11,-73.98804686881854,40.76131183755964
lightweight,16,0.5,371132.0,0.0,12,-73.96250212574402,40.67903948348151
lightweight,16,0.5,371132.0,0.0,13,-73.92329100244481,40.75732528068731
lightweight,16,0.5,371132.0,0.0,14,-74.0013758626335,40.725665683138665
lightweight,16,0.5,371132.0,0.0,15,-73.9763931338038,40.78552466174395
lightweight,16,0.5,371132.0,1.0,0,-73.98641583814214,40.72666874145848
lightweight,16,0.5,371132.0,1.0,1,-73.97311285682594,40.75766647005492
lightweight,16,0.5,371132.0,1.0,2,-73.8706027747828,40.76883263772801
lightweight,16,0.5,371132.0,1.0,3,-74.00084332073038,40.724725873740255
lightweight,16,0.5,371132.0,1.0,4,-73.98977427028173,40.684048918225784
lightweight,16,0.5,371132.0,1.0,5,-73.92348857749056,40.75723970226362
lightweight,16,0.5,371132.0,1.0,6,-73.94304524495703,40.81567069726629
lightweight,16,0.5,371132.0,1.0,7,-73.97650615169255,40.78526168267851
lightweight,16,0.5,371132.0,1.0,8,-73.98787567935145,40.74422538384305
lightweight,16,0.5,371132.0,1.0,9,-73.9560387272322,40.77416081696834
lightweight,16,0.5,371132.0,1.0,10,-73.95959049139094,40.67979704135565
lightweight,16,0.5,371132.0,1.0,11,-73.95427361161751,40.71765244180045
lightweight,16,0.5,371132.0,1.0,12,-74.01143586697053,40.71200941024584
lightweight,16,0.5,371132.0,1.0,13,-74.00551680885195,40.74180057109829
lightweight,16,0.5,371132.0,1.0,14,-73.91926845805285,40.6947236590903
lightweight,16,0.5,371132.0,1.0,15,-73.98826513235176,40.7612847398559
lightweight,16,0.5,371132.0,2.0,0,-74.01150443101588,40.71179142902353
lightweight,16,0.5,371132.0,2.0,1,-73.95605570955281,40.774180647411406
lightweight,16,0.5,371132.0,2.0,2,-73.95440825912043,40.717804958840034
lightweight,16,0.5,371132.0,2.0,3,-73.87056537957277,40.76872502114861
lightweight,16,0.5,371132.0,2.0,4,-73.98938806067642,40.68392049335073
lightweight,16,0.5,371132.0,2.0,5,-73.98760445547232,40.743681935044414
lightweight,16,0.5,371132.0,2.0,6,-73.97316057986664,40.75778433868372
lightweight,16,0.5,371132.0,2.0,7,-73.97662180235723,40.785161037991344
lightweight,16,0.5,371132.0,2.0,8,-74.00537408576888,40.74187631105526
lightweight,16,0.5,371132.0,2.0,9,-73.94308056553798,40.815689857017915
lightweight,16,0.5,371132.0,2.0,10,-73.9192359145401,40.69467850606027
lightweight,16,0.5,371132.0,2.0,11,-74.00125197084087,40.724716488934604
lightweight,16,0.5,371132.0,2.0,12,-73.92329735118298,40.75739822367019
lightweight,16,0.5,371132.0,2.0,13,-73.98847053444334,40.760833985652155
lightweight,16,0.5,371132.0,2.0,14,-73.95915016107092,40.679900677979724
lightweight,16,0.5,371132.0,2.0,15,-73.98679558043042,40.726072355517644
lightweight,16,0.5,371132.0,3.0,0,-73.97281432117724,40.757856223767895
lightweight,16,0.5,371132.0,3.0,1,-74.0015974520648,40.72472367910845
lightweight,16,0.5,371132.0,3.0,2,-73.87064961264343,40.76869806693667
lightweight,16,0.5,371132.0,3.0,3,-74.01174197231299,40.71176999533154
lightweight,16,0.5,371132.0,3.0,4,-73.98736161637372,40.74443069133173
lightweight,16,0.5,371132.0,3.0,5,-73.95428258294483,40.71786113696194
lightweight,16,0.5,371132.0,3.0,6,-73.9196668029432,40.6943927268388
lightweight,16,0.5,371132.0,3.0,7,-74.00515114482714,40.74233764344994
lightweight,16,0.5,371132.0,3.0,8,-73.98790897792487,40.76142631467283
lightweight,16,0.5,371132.0,3.0,9,-73.95597929191317,40.77433534442147
lightweight,16,0.5,371132.0,3.0,10,-73.92331526822288,40.75711513183839
lightweight,16,0.5,371132.0,3.0,11,-73.96005895969084,40.67979578890577
lightweight,16,0.5,371132.0,3.0,12,-73.98695767117513,40.726452730664526
lightweight,16,0.5,371132.0,3.0,13,-73.9764763881874,40.785301808006494
lightweight,16,0.5,371132.0,3.0,14,-73.98985739702367,40.68429279894234
lightweight,16,0.5,371132.0,3.0,15,-73.94304892616424,40.8155441664964
lightweight,16,0.5,371132.0,4.0,0,-73.98783217670564,40.7620353658538
lightweight,16,0.5,371132.0,4.0,1,-73.99012252524496,40.684404528550246
lightweight,16,0.5,371132.0,4.0,2,-73.9237528694249,40.75709112468178
lightweight,16,0.5,371132.0,4.0,3,-73.98766097270412,40.744577542737254
lightweight,16,0.5,371132.0,4.0,4,-73.96065048329797,40.67968776547764
lightweight,16,0.5,371132.0,4.0,5,-74.00527010559055,40.742325164525056
lightweight,16,0.5,371132.0,4.0,6,-73.97587146733673,40.78628202359309
lightweight,16,0.5,371132.0,4.0,7,-74.00125386553037,40.72486931175432
lightweight,16,0.5,371132.0,4.0,8,-73.91948239997546,40.6943449873972
lightweight,16,0.5,371132.0,4.0,9,-73.97298120233242,40.75767498071355
lightweight,16,0.5,371132.0,4.0,10,-73.94259574593218,40.81582270715032
lightweight,16,0.5,371132.0,4.0,11,-73.8706359041791,40.76874552161506
lightweight,16,0.5,371132.0,4.0,12,-73.95604137198902,40.77419773725521
lightweight,16,0.5,371132.0,4.0,13,-73.95427861830609,40.717591516762184
lightweight,16,0.5,371132.0,4.0,14,-74.01154057196523,40.71185775540718
lightweight,16,0.5,371132.0,4.0,15,-73.98657867129589,40.72658950588889
random,16,0.5,371132.0,0.0,0,-73.99028121650255,40.68450819518883
random,16,0.5,371132.0,0.0,1,-73.97303121091745,40.75780888563663
random,16,0.5,371132.0,0.0,2,-73.98674257469521,40.7265970658834
random,16,0.5,371132.0,0.0,3,-73.87061786022433,40.768684881602915
random,16,0.5,371132.0,0.0,4,-73.9560592166828,40.77418035253307
random,16,0.5,371132.0,0.0,5,-73.95426568270022,40.71774497824297
random,16,0.5,371132.0,0.0,6,-74.01169358340688,40.711735450132394
random,16,0.5,371132.0,0.0,7,-73.94291745226332,40.81568151956203
random,16,0.5,371132.0,0.0,8,-73.98748920677907,40.74445141740194
random,16,0.5,371132.0,0.0,9,-74.0013121437218,40.72448512435347
random,16,0.5,371132.0,0.0,10,-73.97653095807223,40.785356773693394
random,16,0.5,371132.0,0.0,11,-74.00520811449084,40.74172274072674
random,16,0.5,371132.0,0.0,12,-73.96082570229844,40.67962667821963
random,16,0.5,371132.0,0.0,13,-73.98825555525313,40.76146296679369
random,16,0.5,371132.0,0.0,14,-73.91989135144735,40.6944101402948
random,16,0.5,371132.0,0.0,15,-73.92361081222707,40.75721563318777
random,16,0.5,371132.0,1.0,0,-73.98298971962616,40.67155588785047
random,16,0.5,371132.0,1.0,1,-73.97315203759992,40.75791558970318
random,16,0.5,371132.0,1.0,2,-73.87073803022916,40.76874772306192
random,16,0.5,371132.0,1.0,3,-74.00509789396094,40.73966333649239
random,16,0.5,371132.0,1.0,4,-73.943188665786,40.81579969616909
random,16,0.5,371132.0,1.0,5,-73.91918771361756,40.694898866702644
random,16,0.5,371132.0,1.0,6,-73.98673571929825,40.74301371929825
random,16,0.5,371132.0,1.0,7,-73.98873776644696,40.76038643452307
random,16,0.5,371132.0,1.0,8,-74.00934920098251,40.715230114145356
random,16,0.5,371132.0,1.0,9,-73.92372351606146,40.75736777234637
random,16,0.5,371132.0,1.0,10,-73.95437369375695,40.717800807442515
random,16,0.5,371132.0,1.0,11,-73.95602212664566,40.77425421613763
random,16,0.5,371132.0,1.0,12,-73.99234328710256,40.69111118030003
random,16,0.5,371132.0,1.0,13,-73.9914789393278,40.72505408555216
random,16,0.5,371132.0,1.0,14,-73.95767692390025,40.68102999036712
random,16,0.5,371132.0,1.0,15,-73.97661127189642,40.785154645849204
random,16,0.5,371132.0,2.0,0,-73.98755669477603,40.74382066148286
random,16,0.5,371132.0,2.0,1,-73.92355678040245,40.75716139982502
random,16,0.5,371132.0,2.0,2,-73.97313537934023,40.75774835433976
random,16,0.5,371132.0,2.0,3,-73.96210065939863,40.679070045718305
random,16,0.5,371132.0,2.0,4,-73.87062693971734,40.768741794058265
random,16,0.5,371132.0,2.0,5,-74.01152731553482,40.71181282184206
random,16,0.5,371132.0,2.0,6,-73.95603063929524,40.77419972520811
random,16,0.5,371132.0,2.0,7,-73.98835276496489,40.76103068193731
random,16,0.5,371132.0,2.0,8,-73.98681865922516,40.72601355135612
random,16,0.5,371132.0,2.0,9,-73.95428212736014,40.717728650170045
random,16,0.5,371132.0,2.0,10,-74.00545500430549,40.74211829833742
random,16,0.5,371132.0,2.0,11,-73.97646735542477,40.78541615276356
random,16,0.5,371132.0,2.0,12,-73.92040698305085,40.69437372881356
random,16,0.5,371132.0,2.0,13,-74.00138897440779,40.72503130626343
random,16,0.5,371132.0,2.0,14,-73.94280543608922,40.81571268866035
random,16,0.5,371132.0,2.0,15,-73.99074764539287,40.685041928472636
random,16,0.5,371132.0,3.0,0,-73.98748386256592,40.74434495474573
random,16,0.5,371132.0,3.0,1,-73.95434482315864,40.71777022294852
random,16,0.5,371132.0,3.0,2,-73.87057034035656,40.76844942320526
random,16,0.5,371132.0,3.0,3,-73.95608929060863,40.77412083434099
random,16,0.5,371132.0,3.0,4,-74.01162024731562,40.71172115824679
random,16,0.5,371132.0,3.0,5,-73.98813573713603,40.76150858862441
random,16,0.5,371132.0,3.0,6,-73.9615724934808,40.679168977609926
random,16,0.5,371132.0,3.0,7,-74.001488986975,40.72485535216226
