algo,k,frac,m,seed,center_idx,Lon,Lat
full,64,,,,47,-74.00965283599713,40.7072902500738
full,64,,,,48,-73.87400971599402,40.675012556053815
full,64,,,,49,-73.97329439852183,40.75487352264255
full,64,,,,50,-73.91858175675675,40.685358687258685
full,64,,,,51,-73.94202795748613,40.83857647874307
full,64,,,,52,-73.98033229847128,40.77933169910432
full,64,,,,53,-73.92967725458898,40.66473567438148
full,64,,,,54,-73.87243260475944,40.773809648215206
full,64,,,,55,-73.94567147651007,40.6857180159396
full,64,,,,56,-74.0062293042079,40.72678305134331
full,64,,,,57,-73.92138208516887,40.74833652716593
full,64,,,,58,-74.03200323043791,40.74864325197416
full,64,,,,59,-73.99417506770813,40.741797574282685
full,64,,,,60,-73.98232951569473,40.75342613699237
full,64,,,,61,-73.9879226276623,40.75895852193995
full,64,,,,62,-74.01267150809717,40.676071508097166
full,64,,,,63,-73.92181938479396,40.827254091700524
lightweight,2,0.0025,1856.0,0.0,0,-73.96197340580139,40.76743669423369
lightweight,2,0.0025,1856.0,0.0,1,-73.9894757583993,40.724767193634484
lightweight,2,0.0025,1856.0,1.0,0,-73.98998629226297,40.72643137278613
lightweight,2,0.0025,1856.0,1.0,1,-73.96049089298401,40.76882456259412
lightweight,2,0.0025,1856.0,2.0,0,-73.96330333473072,40.76604903020533
lightweight,2,0.0025,1856.0,2.0,1,-73.99046582580553,40.723791134849215
lightweight,2,0.0025,1856.0,3.0,0,-73.99004998936793,40.72345272584308
lightweight,2,0.0025,1856.0,3.0,1,-73.96451436359732,40.765477099116374
lightweight,2,0.0025,1856.0,4.0,0,-73.9914588180754,40.724345167680234
lightweight,2,0.0025,1856.0,4.0,1,-73.96307973134824,40.76420859677637
random,2,0.0025,1856.0,0.0,0,-73.9900667293233,40.7231344924812
random,2,0.0025,1856.0,0.0,1,-73.96466628787879,40.76687171717172
random,2,0.0025,1856.0,1.0,0,-73.99143827493262,40.72590035938904
random,2,0.0025,1856.0,1.0,1,-73.9592600269179,40.7669267833109
random,2,0.0025,1856.0,2.0,0,-73.99043442136498,40.7222709198813
random,2,0.0025,1856.0,2.0,1,-73.96377147928995,40.76568142011834
random,2,0.0025,1856.0,3.0,0,-73.98987035573123,40.72306027667984
random,2,0.0025,1856.0,3.0,1,-73.96447630331754,40.7664951421801
random,2,0.0025,1856.0,4.0,0,-73.963224125,40.766188125
random,2,0.0025,1856.0,4.0,1,-73.98932452651515,40.72323390151515
lightweight,2,0.005,3711.0,0.0,0,-73.96120022828079,40.76644883123564
lightweight,2,0.005,3711.0,0.0,1,-73.99066068150363,40.72417582277665
lightweight,2,0.005,3711.0,1.0,0,-73.9907785125795,40.72537711102985
lightweight,2,0.005,3711.0,1.0,1,-73.96159175055742,40.76678892549371
lightweight,2,0.005,3711.0,2.0,0,-73.99004373369179,40.7231912002011
lightweight,2,0.005,3711.0,2.0,1,-73.96351899068995,40.76673682869892
lightweight,2,0.005,3711.0,3.0,0,-73.99030784451165,40.72310628325647
lightweight,2,0.005,3711.0,3.0,1,-73.96480295110534,40.76563850829581
lightweight,2,0.005,3711.0,4.0,0,-73.99048308060343,40.72271126279379
lightweight,2,0.005,3711.0,4.0,1,-73.96459120298516,40.764901395520255
random,2,0.005,3711.0,0.0,0,-73.96432177777778,40.76661333333333
random,2,0.005,3711.0,0.0,1,-73.98970617977528,40.723256367041195
random,2,0.005,3711.0,1.0,0,-73.99054468085106,40.72541688829787
random,2,0.005,3711.0,1.0,1,-73.95972577319587,40.76656563573883
random,2,0.005,3711.0,2.0,0,-73.99036123622425,40.72324068040249
