algo,k,frac,m,seed,center_idx,latitude,longitude,price
lightweight,2,0.01,80.0,2.0,0,37.75168366880715,-122.43386642313149,164.85097729862326
lightweight,2,0.01,80.0,2.0,1,37.776319882551,-122.41427003797533,1189.1685949915382
lightweight,2,0.01,80.0,3.0,0,37.75770878021777,-122.43360269721484,176.16205286724488
lightweight,2,0.01,80.0,3.0,1,37.78116108940463,-122.42242409293515,1239.7138418432487
lightweight,2,0.01,80.0,4.0,0,37.772754062211696,-122.41413146525586,215.50884384702695
lightweight,2,0.01,80.0,4.0,1,37.710334768221976,-122.45990110760785,165.40473778092738
random,2,0.01,80.0,0.0,0,37.76935082549319,-122.4184706821522,205.84482758620692
random,2,0.01,80.0,0.0,1,37.718812803226626,-122.46593623125602,165.22727272727275
random,2,0.01,80.0,1.0,0,37.72582566634378,-122.45869866879835,128.84210526315786
random,2,0.01,80.0,1.0,1,37.77832397974791,-122.4205852372313,241.59523809523813
random,2,0.01,80.0,2.0,0,37.756342936915594,-122.43441599077744,205.43421052631572
random,2,0.01,80.0,2.0,1,37.792745350000004,-122.411224125,1497.75
random,2,0.01,80.0,3.0,0,37.74659246048659,-122.43271878040939,189.88311688311683
random,2,0.01,80.0,3.0,1,37.79078466666667,-122.43050033333333,1601.9999999999998
random,2,0.01,80.0,4.0,0,37.71587593110462,-122.47535058625536,198.4
random,2,0.01,80.0,4.0,1,37.76869220045089,-122.41854628437711,209.28333333333333
lightweight,2,0.05,402.0,0.0,0,37.7705368190913,-122.41932271484463,258.17451277826547
lightweight,2,0.05,402.0,0.0,1,37.709083934304566,-122.46352632755034,145.49487087764123
lightweight,2,0.05,402.0,1.0,0,37.770935861161355,-122.41881546773203,237.96173520820454
lightweight,2,0.05,402.0,1.0,1,37.7035233175643,-122.46412166215076,164.13379249554185
lightweight,2,0.05,402.0,2.0,0,37.772584663276405,-122.41894554223137,261.59109757677203
lightweight,2,0.05,402.0,2.0,1,37.714503190278876,-122.46243764914195,155.6319504710267
lightweight,2,0.05,402.0,3.0,0,37.77277489968851,-122.41961494431871,269.0532330077335
lightweight,2,0.05,402.0,3.0,1,37.71465435910605,-122.45941410489328,140.45164300696263
lightweight,2,0.05,402.0,4.0,0,37.71090992689482,-122.4594116662225,193.26621182729414
lightweight,2,0.05,402.0,4.0,1,37.77437754688327,-122.41990541690951,243.13263523162323
random,2,0.05,402.0,0.0,0,37.77492606879749,-122.41833604294494,275.7876447876448
random,2,0.05,402.0,0.0,1,37.71944797847027,-122.4617900915994,161.67832167832168
random,2,0.05,402.0,1.0,0,37.77408160774022,-122.42000131116126,247.4253731343284
random,2,0.05,402.0,1.0,1,37.708181575610325,-122.46100711339774,180.7686567164179
random,2,0.05,402.0,2.0,0,37.77206654515981,-122.41938249070165,248.56690140845072
random,2,0.05,402.0,2.0,1,37.70422514284087,-122.46489110015305,170.75423728813558
random,2,0.05,402.0,3.0,0,37.7703025921268,-122.41923477328348,223.63669064748206
random,2,0.05,402.0,3.0,1,37.70955382288466,-122.46454266744198,155.45967741935482
random,2,0.05,402.0,4.0,0,37.706557628976604,-122.46608812407156,155.15748031496062
random,2,0.05,402.0,4.0,1,37.77195471286462,-122.4184169677199,249.13090909090914
lightweight,2,0.1,804.0,0.0,0,37.7722013472719,-122.41882031361943,257.2306065216186
lightweight,2,0.1,804.0,0.0,1,37.708868577686786,-122.46311797324526,152.4145558346371
lightweight,2,0.1,804.0,1.0,0,37.77055989445881,-122.41958058372525,244.9466220390077
lightweight,2,0.1,804.0,1.0,1,37.70771724964412,-122.46576879556567,166.3246667862122
lightweight,2,0.1,804.0,2.0,0,37.70961374483566,-122.46251749578711,166.90822387707976
lightweight,2,0.1,804.0,2.0,1,37.77419699694339,-122.42051963863258,247.6045451227725
lightweight,2,0.1,804.0,3.0,0,37.772605861145244,-122.41910099480282,261.449286032638
lightweight,2,0.1,804.0,3.0,1,37.71704720718761,-122.46249818151969,145.42520692530397
lightweight,2,0.1,804.0,4.0,0,37.71244133515223,-122.46073164782747,165.3689239817362
lightweight,2,0.1,804.0,4.0,1,37.77263229139472,-122.4194148972733,248.5098620520669
random,2,0.1,804.0,0.0,0,37.70506944718458,-122.46206720943543,149.0136363636364
random,2,0.1,804.0,0.0,1,37.77332428694143,-122.42226250988439,269.6626712328768
random,2,0.1,804.0,1.0,0,37.70862831408354,-122.46399520919809,171.0483870967742
random,2,0.1,804.0,1.0,1,37.772008264653444,-122.42102668446049,245.06834532374108
random,2,0.1,804.0,2.0,0,37.70794082602359,-122.46455058089829,168.22265625000003
random,2,0.1,804.0,2.0,1,37.77287344475263,-122.4188306892516,233.57481751824824
random,2,0.1,804.0,3.0,0,37.71232525339451,-122.46424266584508,152.84552845528458
random,2,0.1,804.0,3.0,1,37.77065709276985,-122.41965982901618,221.38888888888894
random,2,0.1,804.0,4.0,0,37.70594625513835,-122.46336141799966,155.4588235294118
random,2,0.1,804.0,4.0,1,37.77207248390123,-122.4191148346914,253.65573770491812
lightweight,2,0.25,2010.0,0.0,0,37.77190219322616,-122.41991637798968,240.5853919033637
lightweight,2,0.25,2010.0,0.0,1,37.70743822387518,-122.46162923356853,158.16184745721472
lightweight,2,0.25,2010.0,1.0,0,37.77115011840893,-122.42009290116674,246.11129719613984
lightweight,2,0.25,2010.0,1.0,1,37.706400664459316,-122.46424227029978,164.1028900580914
lightweight,2,0.25,2010.0,2.0,0,37.71408659715909,-122.46225117162382,158.94891321336897
lightweight,2,0.25,2010.0,2.0,1,37.773236131367604,-122.41861103366516,248.96073247803372
lightweight,2,0.25,2010.0,3.0,0,37.77233794307537,-122.41941028416979,256.9057529795464
lightweight,2,0.25,2010.0,3.0,1,37.71562659766922,-122.46432623438967,150.20731752886138
lightweight,2,0.25,2010.0,4.0,0,37.77279985008849,-122.41931803148465,249.68551574010826
lightweight,2,0.25,2010.0,4.0,1,37.710320818300175,-122.46343695461417,158.94141508573603
random,2,0.25,2010.0,0.0,0,37.710085696760096,-122.46313661004177,151.92822185970638
random,2,0.25,2010.0,0.0,1,37.77273827093404,-122.42025862609583,255.40014316392268
random,2,0.25,2010.0,1.0,0,37.77276626893042,-122.41968722042078,233.17846820809245
random,2,0.25,2010.0,1.0,1,37.71083022171836,-122.46290805605923,164.69009584664536
random,2,0.25,2010.0,2.0,0,37.70761479033312,-122.46341634674515,158.6700680272109
